island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,imp_on_validation_10,imp_on_pooled_10,imp_on_validation_11,imp_on_pooled_11,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,jaccard_10,jaccard_11,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,5860,0.06115888786841446,38,0.15921501706484642,0.7909161486468145,0.9423485979532561,0.832891772306523,0.04197562365970846,0.15143244930644156,0.04136957408101773,0.005563832897580496,0.05205845674622483,0.012828581049100753,0.04032498674391394,0.7909161486468145,0.942348597953256,0.8328917723065228,0.04197562365970844,0.1514324493064415,0.04136957408101773,0.005563832897580459,0.052058456746224814,0.012828581049100746,0.04032498674391391,0.9303754266211606,0.9708191126279864,0.9397610921501707,0.009385665529010235,0.04044368600682593,0.012465516974573135,0.0024963718154143015,0.015959053127287633,0.003928622673454396,0.012822503340729796,0.027754307564915464,0.3493189942820732,0.05698287871615489,0.03324591117116181,0.09573118458626032,0.04749153578188099,0.012148362287668935,0.002409260358353795,0.1560655272010808,0.11444269944200747,0.02665704079991029,0.009819400745521439,0.09390830346600043,0.05128395395316328,0.15177418682343338,0.13070799786704826,0.16092435879230163,0.1187965448904087,0.022949042762283833,0.00848987534892107,0.18139361903355378,0.1314505942914615,0.013711187966436259,0.0025432318679983424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
1,5376,0.056107539450613676,38,0.2825520833333333,0.8903241750749933,0.9475320425415872,0.9075504499590947,0.017226274884101445,0.05720786746659399,0.006906280781070685,0.00995611280474095,0.006093866112009396,0.009297261356539901,0.015905747193074454,0.8903241750749933,0.9475320425415872,0.9075504499590947,0.017226274884101424,0.05720786746659394,0.006906280781070661,0.009956112804740904,0.006093866112009327,0.009297261356539832,0.015905747193074388,0.9310408921933085,0.9613382899628252,0.9377323420074349,0.006691449814126393,0.030297397769516766,0.003736013242052389,0.005716935501572382,0.0043591224533675015,0.005495072676243303,0.008029223444778888,0.03480970942258393,0.0185283678281017,0.08840729068285258,0.3855066964348216,0.13542805298031133,0.08221092187895658,0.014581594415654178,0.0021445522721772856,0.10319119604809154,0.03952848127655864,0.1762529195804744,0.1478102328422497,0.035929559321059755,0.01629859866345572,0.16924865988013424,0.1387964598852269,0.12105412266671056,0.08074430311127659,0.02260477522691551,0.010057891461043866,0.08516994620470911,0.07598577814626718,0.01332217357050309,0.0023877161998640353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
2,7833,0.08175043834015196,38,0.21971147708413125,0.8765621137500238,0.9559767727091216,0.8880355207362756,0.011473406986251811,0.07941465895909786,0.014382490170272889,0.011067763448690631,0.017243949669732528,0.004193082913313349,0.010498031182381403,0.8765621137500238,0.9559767727091216,0.8880355207362756,0.011473406986251877,0.07941465895909791,0.014382490170272802,0.01106776344869066,0.01724394966973255,0.004193082913313402,0.010498031182381342,0.9410338225909382,0.972048500319081,0.945245692405871,0.004211869814932978,0.031014677728142946,0.006234422331497035,0.005314783104953921,0.0073029837911524976,0.0013140561762587165,0.004167154490699271,0.03539921754193158,0.02347144358675965,0.10883585087193856,0.0873799393153795,0.1779540192752022,0.3548209951412001,0.011257649773644648,0.002416856207333343,0.21197374591402168,0.16020319674444877,0.05637696095117262,0.0343081941421051,0.025595220376055293,0.014788121164563855,0.1535270670445496,0.1671542205262273,0.08403001939065555,0.05758359753095503,0.020962107657940623,0.008757167021971862,0.10148195076233149,0.0864189947138966,0.012606190440556086,0.0026972739051589296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
3,5709,0.05958295065542289,38,0.14941320721667542,0.791441270529568,0.904357959781018,0.8131226624749308,0.021681391945362893,0.11291668925145001,0.01554662174467402,0.01258011646926805,0.012281631722101966,0.015811740292780235,0.013179394126181267,0.7914412705295679,0.904357959781018,0.813122662474931,0.02168139194536294,0.11291668925144996,0.015546621744674081,0.012580116469268088,0.01228163172210193,0.015811740292780253,0.013179394126181306,0.9329246935201401,0.9553415061295972,0.9329246935201402,4.4408920985006264e-17,0.02241681260945714,0.004586970526693093,0.0037561489648909535,0.00500275196395295,0.007491856264871249,0.003939482269422785,0.040270210132385284,0.01727695151210991,0.12273787091177794,0.059869745292355545,0.06466606505203773,0.014690070175249554,0.027470695080913887,0.4033518452786599,0.158132028992044,0.14050090876403287,0.09643405997465668,0.07271669467805279,0.03404456103127147,0.010965757501392694,0.10582795886438187,0.06614278757872526,0.1640046740570258,0.13603926945161876,0.029202948387498918,0.00603402910939233,0.08296262791071687,0.028906842425954864,0.07424629960528947,0.04350509823245554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
4,7794,0.08134340819904817,38,0.18206312548113934,0.8390729080364541,0.9556172328086164,0.8588279480806407,0.0197550400441866,0.11654432477216237,0.012510741194080457,0.011875055168555403,0.013670668858633578,0.009479739834799052,0.01269912822898307,0.8390729080364541,0.9556172328086163,0.8588279480806407,0.01975504004418669,0.11654432477216241,0.012510741194080452,0.011875055168555445,0.013670668858633644,0.009479739834799078,0.012699128228983055,0.935086593970494,0.9748556767158435,0.940987812700449,0.005901218729955105,0.039769082745349606,0.005814121459204449,0.003019525925834484,0.0056650165916150245,0.002672567884028174,0.004235426303840741,0.09835446948517726,0.021834423362476985,0.0737530513675708,0.03939591199034758,0.15125885622172514,0.11713506598733626,0.01108032398546591,0.0016335621141068068,0.056313585394267195,0.4342397140430783,0.02296797904191212,0.021274580831209203,0.04944238656152551,0.025742061742953203,0.22332294325635044,0.14196405758190508,0.17840615945221094,0.12395803787541315,0.0192230513861577,0.00746274436342797,0.10568552833472485,0.06385398160084267,0.010191665512912184,0.0015058585069029796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
5,6466,0.06748351006095016,38,0.28069904113826166,0.9105417025444368,0.9557663343719393,0.9196364583240865,0.009094755779649777,0.04522463182750265,0.004899227936254418,0.004942292910145476,0.006329240378628802,0.0038049235062394965,0.0057882543824046605,0.9105417025444368,0.9557663343719394,0.9196364583240865,0.009094755779649822,0.04522463182750265,0.004899227936254418,0.004942292910145447,0.006329240378628748,0.0038049235062394683,0.00578825438240461,0.9435857805255022,0.9636785162287481,0.9448222565687789,0.001236476043276702,0.020092735703245768,0.0034560556066457297,0.004398840640110571,0.004048161005783232,0.0022715515389024744,0.0050083003851683445,0.03574018790591753,0.021094008721495763,0.21985960432975765,0.18770223902333205,0.08423756704663429,0.052943660733880384,0.011724636243762954,0.0025079683409344453,0.04076424356563182,0.03603361143583403,0.10025775504557763,0.35071512443984626,0.0356253689143991,0.01830198490940052,0.17211483453565496,0.10671505985580527,0.13442716907371155,0.10292594075242394,0.02395650662306579,0.01014139539808383,0.12554709382551738,0.10768316958836972,0.015745032890369423,0.0032358368005937508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
6,9230,0.09633046672789514,38,0.17486457204767064,0.7451081355236223,0.8473430108816518,0.7944571269431158,0.04934899141949345,0.10223487535802936,0.014700461622308252,0.019922634893643123,0.01594853932025436,0.0076374198983096084,0.00929588844361824,0.7451081355236224,0.8473430108816518,0.7944571269431158,0.04934899141949341,0.10223487535802926,0.01470046162230823,0.019922634893643123,0.015948539320254376,0.007637419898309573,0.009295888443618283,0.9058504875406286,0.9276273022751896,0.9160346695557962,0.010184182015167909,0.021776814734561212,0.006311814372103812,0.005423614739234597,0.0074983560012993776,0.004298338986972374,0.0036484199871035347,0.0611673718220748,0.033433775333419055,0.06159882061649937,0.02671021554109283,0.03923870080357165,0.004561113522883706,0.03392245179039448,0.0043372630440356805,0.08764189224781914,0.06846818783536457,0.05868155218322696,0.02456362867492537,0.21225780855630902,0.5864126053441984,0.06574734370451638,0.025512932629867306,0.1757014904647682,0.14313081730103056,0.03755270896055281,0.004673198884732445,0.10826347759702996,0.06513483509208393,0.05822638125323709,0.013061426796366193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
7,11328,0.11822660098522167,38,0.1940324858757062,0.8734008762322016,0.9504435925520263,0.892738225629792,0.019337349397590308,0.07704271631982469,0.015504764445957778,0.007507162053936291,0.011753252924349136,0.009548136624336994,0.01676778215420884,0.8734008762322014,0.9504435925520263,0.892738225629792,0.019337349397590374,0.07704271631982477,0.015504764445957749,0.007507162053936301,0.011753252924349162,0.009548136624336942,0.01676778215420884,0.9455428067078554,0.9718446601941746,0.9505736981465137,0.005030891438658447,0.026301853486319506,0.006986590442070016,0.003931342886375979,0.0064557541210625655,0.0025973413891548554,0.0052779934290295176,0.06762789805486459,0.03167585514811234,0.0681886399637306,0.04530907266236071,0.1492838209585539,0.13754640339370294,0.010479607150982314,0.0016617905429800732,0.16103828065779305,0.1536865740686851,0.04524708878522494,0.033016409303904065,0.028094896931231152,0.01599217460409175,0.15538160173962096,0.39483105260945806,0.1332206773379519,0.0944680702407338,0.02202217813955843,0.0094561911593355,0.14567292603831053,0.07942398697224504,0.013742384242177523,0.0029324192943907196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
8,9218,0.09620522668447859,38,0.22206552397483184,0.8063772437235374,0.9255735498325992,0.8322339691437431,0.025856725420205652,0.11919630610906182,0.007390112015143749,0.012868791064837971,0.00534266017248434,0.00666046162221604,0.01308129402619933,0.8063772437235375,0.9255735498325992,0.8322339691437431,0.025856725420205628,0.1191963061090618,0.00739011201514381,0.012868791064837971,0.005342660172484336,0.006660461622216035,0.013081294026199343,0.904880694143167,0.9483731019522776,0.9119305856832971,0.007049891540130138,0.04349240780911061,0.004621968709905096,0.006493114770974297,0.0024155159925509807,0.0035643550379945714,0.006680634965047503,0.07690925663243864,0.03466738628791303,0.07983540059163462,0.03165344379577338,0.04326050636861156,0.008263586661912509,0.018933081574516324,0.0020232988496098584,0.15848360174663492,0.12817975603301934,0.1295734586635472,0.057373914640439824,0.1144976354179007,0.057963012494232045,0.06741999798667243,0.05246520863754125,0.0961600123256329,0.5162718876192909,0.026273033409945225,0.00404692966488732,0.1574542456996159,0.09880349003577604,0.03119976958284969,0.008288085279604562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
9,5032,0.052517324872672626,38,0.23231319554848967,0.8749753983259805,0.9742616733561107,0.8915795933260358,0.016604195000055322,0.09928627503013024,0.00934480507337153,0.006964957933960148,0.006507042518828723,0.0065045941409836725,0.008544066868222271,0.8749753983259805,0.9742616733561107,0.8915795933260359,0.016604195000055298,0.09928627503013013,0.009344805073371574,0.006964957933960119,0.006507042518828663,0.006504594140983686,0.008544066868222306,0.9338629592850051,0.9815292949354518,0.9392254220456803,0.0053624627606752686,0.047666335650446846,0.004598147727026897,0.0031777557100297893,0.004089624683609528,0.002316167584844192,0.004441048614696679,0.11646200241975065,0.07109758747438806,0.09289040551601406,0.0344154192176258,0.12864516169468082,0.08827198600271138,0.006331708840589509,0.0018750440968545075,0.2054782221930116,0.1831525105171031,0.044364674029212445,0.01408960398150368,0.022788199984360873,0.00920391446882548,0.17394272883574297,0.13093604266913783,0.07582019920471937,0.0687699162017438,0.022856193810104435,0.32636503038169556,0.1027770139851721,0.07051374932849044,0.007643489486641196,0.0013091956599203414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
