island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,jaccard_0,jaccard_1,jaccard_2,jaccard_3,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,42980,0.9214673155671805,65,0.2472080037226617,0.7667030061723344,0.7616025961984237,0.7641791885970892,-0.002523817575245202,-0.005100409973910791,0.0018249129152197834,0.0057879884957331255,0.0011315831005509302,0.0016190975452934138,0.005336890735878324,0.7667030061723344,0.7616025961984237,0.7641791885970893,-0.00252381757524518,-0.005100409973910769,0.0018249129152197877,0.0057879884957331654,0.0011315831005509246,0.0016190975452934145,0.005336890735878407,0.841135411819451,0.8408794788273616,0.8376686831084225,-0.0034667287110283994,-0.000255932992089325,0.0006182098769467513,0.002649128958118243,0.0010651952668459359,0.0008206231776895385,0.0024306675526701497,0.36850846580569874,0.7799301000119756,0.1522691186482964,0.02013432390833076,0.22165553588128764,0.08062943246641725,0.25756687966471725,0.11930614361327636,1.0,1.0,1.0,1.0,8,census,natural,0.2,0.2,5,0.0,native-country
1,2011,0.04311472246639367,65,0.08055693684733964,0.693800539083558,0.6968160377358491,0.7186910377358491,0.024890498652291114,0.0030154986522910932,0.018768362321240052,0.04192703100953305,0.015749356649459596,0.02229452174761673,0.0548266733565665,0.693800539083558,0.6968160377358491,0.7186910377358491,0.024890498652291093,0.0030154986522911154,0.018768362321240076,0.04192703100953301,0.015749356649459596,0.022294521747616727,0.054826673356566456,0.9409429280397023,0.9359801488833748,0.9394540942928039,-0.0014888337468982771,-0.004962779156327546,0.006355458300181478,0.005298798139965915,0.008960531059686234,0.006394093660905761,0.0064706723624839944,0.33682666829645724,0.11675163933897126,0.2508553533670962,0.796846563706562,0.22343954077563372,0.06597370419315214,0.18887843756081293,0.020428092761314624,1.0,1.0,1.0,1.0,8,census,natural,0.2,0.2,5,0.0,native-country
2,910,0.01950989430353965,65,0.2989010989010989,0.7169270833333332,0.7615740740740742,0.7222800925925925,0.005353009259259256,0.044646990740740765,0.028005402961882912,0.03745156479952183,0.02397094547486638,0.0053876972937213705,0.03183509510744116,0.7169270833333332,0.7615740740740742,0.7222800925925925,0.005353009259259256,0.044646990740740765,0.028005402961882912,0.03745156479952183,0.02397094547486638,0.0053876972937213705,0.03183509510744116,0.7780219780219779,0.8076923076923077,0.7780219780219779,0.0,0.029670329670329655,0.018906209378115657,0.02865583474814349,0.016520105910299905,0.0034750303957894156,0.016881639006304648,0.27904203252045273,0.1355565453717375,0.1891085496347956,0.03247897876028784,0.2714189614808807,0.7598303634204153,0.2604304563638711,0.07213411244755935,1.0,1.0,1.0,1.0,8,census,natural,0.2,0.2,5,0.0,native-country
3,742,0.015908067662886178,65,0.29784366576819404,0.7325974025974026,0.7693939393939395,0.7289393939393939,-0.0036580086580086492,0.03679653679653683,0.04362915877096344,0.03618439125298548,0.05617025329964881,0.01447361019072039,0.03208490264116329,0.7325974025974026,0.7693939393939395,0.7289393939393939,-0.0036580086580086267,0.03679653679653683,0.04362915877096344,0.03618439125298546,0.05617025329964879,0.01447361019072036,0.032084902641163274,0.7906040268456376,0.8201342281879194,0.7798657718120806,-0.01073825503355703,0.029530201342281903,0.025254882848626554,0.009863717085032952,0.03215878805559983,0.011701742130310517,0.02270004634266815,0.30818664506864013,0.07448650929231024,0.26796725712933894,0.03876482309836883,0.2252463320030687,0.06745249815776141,0.19859976579895217,0.8192961694515596,1.0,1.0,1.0,1.0,8,census,natural,0.2,0.2,5,0.0,native-country
