island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,jaccard_0,jaccard_1,jaccard_2,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,212621,0.4320555154791055,50,1.5883379346348667,0.9641266883712423,0.9606901841542049,0.965016828955681,0.0008901405844388144,-0.0034365042170372727,0.000857080544586214,0.00027028264774240106,0.0008622595117295792,0.0003874917106475651,0.0007537177713866617,0.9641266883712423,0.9606901841542047,0.965016828955681,0.0008901405844388144,-0.0034365042170372505,0.000857080544586214,0.0002702826477424683,0.0008622595117295792,0.0003874917106475651,0.0007537177713866358,0.9669888300999412,0.962196355085244,0.9675861258083481,0.0005972957084068087,-0.0047924750146972174,0.0007843635411220899,0.00015921280075072546,0.0007972578991338625,0.00024329250382368515,0.0007438360902967148,0.8053895601481248,0.8830536870183275,0.0414730606844661,0.004891046787781795,0.1531373791674091,0.11205526619389064,1.0,1.0,1.0,4,covertype,natural,0.2,0.2,5,0.0,Wilderness.Area
1,27580,0.05604381089785924,50,1.3257795503988397,0.9728197618958907,0.9679617503583323,0.9740302284453353,0.0012104665494446555,-0.004858011537558516,0.0028217746390816114,0.002890934880332243,0.0026687179925120913,0.0007252724097358747,0.0011977262996141407,0.9728197618958909,0.9679617503583323,0.9740302284453355,0.001210466549444611,-0.004858011537558604,0.002821774639081617,0.002890934880332243,0.002668717992512056,0.0007252724097358971,0.001197726299614079,0.9771936185641769,0.9715736040609138,0.9777012327773751,0.0005076142131979599,-0.005620014503263238,0.0024655547498187015,0.0022185726672629765,0.002514654225438683,0.0004643309816847593,0.0010445874032551192,0.04387574908728975,0.011862397632618737,0.9183039912015337,0.9781266863217356,0.03782025971117654,0.010010916045645636,1.0,1.0,1.0,4,covertype,natural,0.2,0.2,5,0.0,Wilderness.Area
2,251914,0.5119006736230353,50,1.580344879601769,0.9566807873918032,0.9514335704242616,0.9575118286117987,0.0008310412199955319,-0.005247216967541601,0.0010887947523263183,0.001066261709950362,0.0015816901832097499,0.0009705786755489343,0.0011018332688836803,0.9566807873918032,0.9514335704242616,0.9575118286117987,0.0008310412199954876,-0.005247216967541624,0.0010887947523262732,0.0010662617099503457,0.0015816901832096965,0.0009705786755488989,0.0011018332688836898,0.9598435980390212,0.9527816922374612,0.9604509457555126,0.0006073477164916686,-0.007061905801560031,0.0009585066882265158,0.0009557572967464868,0.0012774196886072915,0.0006854419210971666,0.0010909810676278384,0.14146687631864818,0.10172367489787171,0.048547808443397136,0.0046698494896313435,0.8099853152379547,0.8936064756124968,1.0,1.0,1.0,4,covertype,natural,0.2,0.2,5,0.0,Wilderness.Area
