island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,imp_on_validation_10,imp_on_pooled_10,imp_on_validation_11,imp_on_pooled_11,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,jaccard_10,jaccard_11,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,5860,0.06115888786841446,38,0.15921501706484642,0.7872271234289746,0.9463693368441055,0.8223996308260269,0.03517250739705204,0.15914221341513074,0.01508962559343423,0.011801120350764702,0.034050905811659794,0.02885998500550297,0.014683474529963677,0.7872271234289748,0.9463693368441055,0.8223996308260269,0.035172507397052,0.15914221341513066,0.015089625593434255,0.011801120350764721,0.03405090581165978,0.028859985005502967,0.014683474529963717,0.927815699658703,0.97320819112628,0.9366894197952218,0.00887372013651877,0.045392491467576776,0.004059855717873803,0.005412543183328913,0.010115870536026575,0.008247812951259136,0.005721179049228743,0.04202653633469674,0.4232208455465994,0.033885169383522006,0.014577997905298106,0.15121727695861473,0.10896574165565227,0.014719441260463973,0.002283975047539496,0.09123720963878244,0.04071197313230958,0.0369230712946528,0.011902100483621194,0.07307030976339166,0.041355827713290334,0.21793444489857805,0.15184991484135568,0.06255001700849425,0.016161645271936708,0.026847843184415777,0.007779291920917479,0.23507561407530697,0.17855959530091708,0.01451306619908065,0.0026310911805627066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
1,5376,0.056107539450613676,38,0.2825520833333333,0.8988069266430324,0.9437261385328608,0.9122767248431961,0.013469798200163563,0.04491921188982817,0.008297605297437146,0.0034620052283371072,0.006895538103119626,0.005874012205208495,0.006204613546885002,0.8988069266430324,0.9437261385328606,0.9122767248431959,0.013469798200163585,0.04491921188982815,0.008297605297437172,0.003462005228337138,0.006895538103119589,0.0058740122052084376,0.006204613546885065,0.9360594795539032,0.9550185873605948,0.937360594795539,0.0013011152416357418,0.018959107806691477,0.004453215074613722,0.0021676401096079405,0.003881154836026232,0.0054381928767017985,0.005144368960259486,0.10659446332649451,0.05084841232714614,0.06279273278844982,0.3888765712983286,0.12574734825053052,0.10043581242170033,0.0149896274069899,0.002749483062942356,0.03980710430107447,0.015259615474015123,0.1517109079173348,0.06179863085682761,0.019721808473567803,0.006692192213686282,0.1972288126904433,0.19019905485290434,0.0629382784348043,0.03728543835519989,0.030602996081180677,0.01817518214887183,0.17411877176070362,0.12493318256458838,0.0137471485684262,0.002746424423789122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
2,7833,0.08175043834015196,38,0.21971147708413125,0.8784427351727547,0.9544505504953508,0.8994000646523037,0.020957329479548915,0.07600781532259597,0.006564749786315401,0.005459005140066083,0.010405900420295855,0.01098273240043831,0.0037922709544732833,0.8784427351727547,0.9544505504953508,0.8994000646523037,0.02095732947954896,0.07600781532259597,0.006564749786315419,0.005459005140066087,0.010405900420295757,0.010982732400438245,0.0037922709544732647,0.9439693682195278,0.9706445437141034,0.9512444160816846,0.00727504786215698,0.02667517549457561,0.003457872925116549,0.0035873565596822574,0.004127877888652538,0.004225384902934761,0.001777713883495127,0.09580518764598075,0.07509632473462442,0.06670094322476518,0.05033380707171447,0.19275101363726715,0.41196642474120576,0.01301027052349296,0.0025719717541597843,0.10753514759800475,0.0652644678340318,0.03238373969941276,0.01013625907795839,0.022643838864166033,0.014749260062742093,0.2046821378733774,0.17654154920270534,0.04403369088952258,0.02610245322759718,0.024011562637599796,0.008187762687637984,0.18384055913943415,0.1566801236085339,0.012601908266976389,0.0023695959970887076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
3,5709,0.05958295065542289,38,0.14941320721667542,0.7827392029679416,0.900540228015972,0.8064140784505032,0.02367487548256153,0.11780102504803028,0.012403826321020087,0.010166063056615555,0.015296624681345202,0.007523791230282586,0.014358133813303807,0.7827392029679416,0.900540228015972,0.8064140784505032,0.023674875482561596,0.11780102504803032,0.012403826321020042,0.010166063056615543,0.01529662468134517,0.007523791230282533,0.014358133813303739,0.9295971978984238,0.9537653239929949,0.9313485113835377,0.001751313485113859,0.024168126094570953,0.005527052132420141,0.002439297421573378,0.007275859221660594,0.0018367930791071054,0.004653355606159899,0.14135114599860374,0.09773871633494513,0.08628369446170887,0.05237826810766381,0.07084905785007105,0.036075388884792135,0.03474522050354982,0.4166691944665163,0.07704503346147411,0.07118789673079005,0.09682344001942689,0.07692752997292385,0.06634482955770467,0.013689816869828059,0.2030441753322907,0.14125967785869228,0.07687708424872063,0.04886280536815024,0.02523247052261716,0.005245685699328214,0.06270732341458621,0.01884114557397866,0.058696524629246336,0.021123874132391467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
4,7794,0.08134340819904817,38,0.18206312548113934,0.84032615299641,0.9522112676056338,0.8511231703949187,0.010797017398508756,0.11188511460922387,0.013287903703825581,0.010534854151552087,0.014144343888453117,0.009178437405196822,0.012302619087521607,0.8403261529964098,0.9522112676056338,0.8511231703949186,0.010797017398508735,0.11188511460922394,0.013287903703825547,0.01053485415155215,0.01414434388845312,0.009178437405196787,0.01230261908752152,0.936241180243746,0.9724182168056446,0.9395766516998074,0.0033354714560615674,0.036177036561898655,0.0044735332326267295,0.004016029722257496,0.0040851015594844395,0.003126634408455157,0.005688210205874366,0.158768722079346,0.09065326177655046,0.02926460795655929,0.017134554580114515,0.18435637441723982,0.15766665323787601,0.010440489559245926,0.0018222315288949596,0.029075288610131367,0.2960171431961973,0.025781081892907225,0.022179877735473162,0.03591475428889261,0.023766757588117318,0.2530553426619654,0.2106358950687932,0.08474782466518538,0.03636062533771299,0.020499993343880467,0.0108000837405911,0.15719478942686502,0.1306299501498122,0.010900731097781545,0.0023329660598667644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
5,6466,0.06748351006095016,38,0.28069904113826166,0.9104342911588299,0.9491408568647121,0.9203087411563147,0.009874449997484791,0.03870656570588209,0.012045018413163296,0.008246500604445145,0.013982156512830936,0.002816882888315252,0.010965801812289922,0.9104342911588299,0.9491408568647121,0.9203087411563147,0.009874449997484791,0.038706565705882136,0.01204501841316329,0.008246500604445081,0.013982156512830935,0.002816882888315252,0.010965801812289868,0.9434312210200927,0.9604327666151468,0.9448222565687789,0.001391035548686226,0.01700154559505409,0.008652571871578646,0.004516735454776645,0.00939640442260937,0.0020387799008149588,0.006611823689708662,0.05110216888379905,0.0388359781125603,0.20844653512445901,0.1470292824998992,0.10845230189639543,0.07163698842846203,0.017031228228230645,0.0034943387960238237,0.0368635010388967,0.01636784591422741,0.09670822221453046,0.35828065953471855,0.03607118370783936,0.01825843194802467,0.1573799533093359,0.1316686311502723,0.08382987554871903,0.04823184157439609,0.01967387386586166,0.00965701046058545,0.16774297478284866,0.1540775583520095,0.016698181399084168,0.0024614332288207122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
6,9230,0.09633046672789514,38,0.17486457204767064,0.7421247781692074,0.8493506176704362,0.77586216710135,0.03373738893214266,0.10722583950122884,0.012193283028889907,0.01274148197635675,0.009394334721008498,0.008730383348931945,0.01685674390169761,0.7421247781692074,0.8493506176704362,0.77586216710135,0.03373738893214262,0.10722583950122881,0.012193283028889989,0.012741481976356762,0.009394334721008504,0.008730383348932013,0.01685674390169769,0.9045503791982666,0.9289274106175516,0.9119176598049836,0.007367280606717252,0.024377031419284954,0.005602463043921062,0.003346358659042381,0.004578666654196216,0.002600216684723733,0.004545217110163132,0.08733749265391447,0.056358607785022725,0.07677816184372813,0.029250920249450224,0.037130275984791905,0.0041431480754958215,0.03507512009501891,0.0038568829955384085,0.055814603846235836,0.01809422053788252,0.06605657134294916,0.02722046344827663,0.24289220488352997,0.6220113595851907,0.09830270498058141,0.05742875191807867,0.08736540317585224,0.05713404544197674,0.03400940178330859,0.004577327443526456,0.1383940506398466,0.10685507217751648,0.04084400877024259,0.013069200342044776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
7,11328,0.11822660098522167,38,0.1940324858757062,0.8847343921139101,0.9621221248630889,0.8999644030668128,0.015230010952902485,0.07738773274917854,0.012704829888185729,0.003920672504929006,0.013592262424399319,0.0013606694742011804,0.009994131937293309,0.8847343921139101,0.9621221248630889,0.8999644030668128,0.015230010952902506,0.07738773274917857,0.012704829888185675,0.003920672504929036,0.01359226242439934,0.0013606694742012016,0.009994131937293238,0.9490732568402471,0.9753751103265665,0.9530450132391879,0.003971756398940851,0.02630185348631948,0.004757928321957093,0.0023418356860408934,0.005036308073322886,0.0006241013073138033,0.0037300170536831885,0.1530726653796522,0.09546621102705853,0.051383901165083054,0.0318077169681721,0.22153181281653747,0.17953076207736188,0.010749229275912493,0.0014284851349115636,0.08341246967737447,0.060412635791568116,0.04467510873313507,0.019819158936324625,0.029132425824284148,0.01611833319820299,0.17027239013991588,0.4100942139373517,0.06149795076160473,0.02097886562373119,0.02414363667801077,0.008666827882686157,0.13636754854731875,0.15283362803223266,0.013760861001171137,0.0028431613903986044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
8,9218,0.09620522668447859,38,0.22206552397483184,0.8189482293006654,0.9286847328829557,0.8459235153301584,0.026975286029493194,0.10973650358229048,0.009831465981568272,0.00604440975166994,0.0062578950429462,0.008451388331496536,0.00862168232205584,0.8189482293006654,0.9286847328829559,0.8459235153301584,0.026975286029493194,0.10973650358229048,0.009831465981568246,0.006044409751669891,0.006257895042946198,0.008451388331496642,0.008621682322055771,0.9119305856832973,0.948590021691974,0.9190889370932755,0.007158351409978292,0.03665943600867676,0.005407787792762618,0.004247973107931928,0.0026875296514889276,0.002958390823641131,0.003655596430879093,0.12833856173240496,0.09433772102876888,0.07067168928150135,0.03703419695332133,0.04924858810247584,0.015541431675078205,0.018983805640876608,0.0027235830979248643,0.08180897298302416,0.047422585356634094,0.06158554679840118,0.04740556926424539,0.08853329958525119,0.06884374877051055,0.18535351421372637,0.12453343986370183,0.08047540342068867,0.38376784404487074,0.024944716109792035,0.004444845646182492,0.18071714408915485,0.16415927984860876,0.029338758042702584,0.009785754450152784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
9,5032,0.052517324872672626,38,0.23231319554848967,0.8675926847336937,0.9740029411439503,0.8878351632556031,0.02024247852190928,0.10641025641025648,0.0067261898827667786,0.005527994860558908,0.008004739965727257,0.007543905849441391,0.004313827606912765,0.8675926847336937,0.9740029411439501,0.8878351632556031,0.020242478521909368,0.10641025641025643,0.00672618988276682,0.005527994860558886,0.008004739965727217,0.007543905849441409,0.004313827606912817,0.9316782522343594,0.9811320754716981,0.9394240317775571,0.007745779543197639,0.04945382323733862,0.0061344370254143065,0.0040215405623270474,0.006735183697244549,0.004089624683609528,0.005666471744860815,0.19111587470424354,0.102350269233542,0.07251689070354633,0.031210256674000264,0.1431653995732645,0.12210586511179919,0.007496476437348733,0.0015445618985461956,0.11466260085949828,0.13468231062233146,0.024055599898148265,0.007819967096324064,0.01938604381347619,0.002487251167926601,0.18247515793701813,0.15156851070228894,0.02861833387863308,0.0045448404274906476,0.01581451837670738,0.3188962561779229,0.19457559028250154,0.12142731798182542,0.006117513535614048,0.0013625929060024846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
10,13138,0.13711697420055105,38,0.18686253615466586,0.8626350585694584,0.951490421408469,0.886158241896486,0.023523183327027318,0.08885536283901052,0.008673084233506498,0.004765703844131865,0.007251222120801038,0.01057285040135866,0.010181868180413485,0.8626350585694584,0.951490421408469,0.8861582418964857,0.023523183327027342,0.0888553628390105,0.008673084233506437,0.004765703844131842,0.00725122212080104,0.010572850401358582,0.010181868180413469,0.9442161339421613,0.9700913242009133,0.9508371385083713,0.0066210045662100205,0.02587519025875189,0.002792075544572898,0.0014757016308725264,0.0034825148215061113,0.0038324743719981907,0.0026472644034894956,0.17617158813862627,0.1588080894359045,0.061354362386338776,0.01364515526683116,0.04815015564698187,0.08282377356644166,0.011297972353988531,0.0016443828209033106,0.06624278761619751,0.031592579120645184,0.03976345615611395,0.01669534054706889,0.08395350967758829,0.056842093558964024,0.21446974628225907,0.18809082259934645,0.03382266649602076,0.024703220154191935,0.02119864000934417,0.007683977913155972,0.2305028870100388,0.41545835885239635,0.013072228226502034,0.0020122061641507615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
11,8832,0.09217667195457961,38,0.29676177536231885,0.9126442428746016,0.9508066546707361,0.9213986108466956,0.008754367972094123,0.038162411796134735,0.007582249090536422,0.007312880730426824,0.008252956548580888,0.004353824010127482,0.005969023890745393,0.9126442428746016,0.9508066546707363,0.9213986108466956,0.008754367972094102,0.038162411796134686,0.007582249090536411,0.007312880730426882,0.00825295654858092,0.00435382401012743,0.005969023890745336,0.9404640633842671,0.9593661573288059,0.9428409734012451,0.002376910016977973,0.01890209394453877,0.004389523357026668,0.006151750194318607,0.005174478528879423,0.0029817634119568715,0.005733525814109313,0.030184886263925258,0.01848770699004728,0.04879871542922351,0.028965473107539087,0.02227677563904941,0.005942184426023671,0.11985778124152693,0.11088711799930455,0.04577496296233282,0.036513455331703144,0.11832960877878604,0.09516763205632932,0.11759117001862332,0.10618549188235767,0.03526653008000087,0.0189606277669368,0.1621666095974743,0.1414438660688329,0.01774254770890176,0.0054074297373815795,0.026236808707863803,0.011437568493447521,0.255773603572292,0.42060144614009637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
