island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,jaccard_0,jaccard_1,jaccard_2,jaccard_3,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,42980,0.9214673155671805,65,0.2472080037226617,0.7681969256501858,0.7582340032906997,0.7663663294154007,-0.0018305962347850313,-0.009962922359486148,0.004661955279213594,0.008196309750344057,0.004453598536201006,0.002672316168748174,0.006245495734607579,0.7681969256501858,0.7582340032906997,0.7663663294154008,-0.0018305962347850758,-0.009962922359486214,0.004661955279213547,0.008196309750344095,0.004453598536201064,0.00267231616874819,0.006245495734607593,0.8416240111679851,0.8389483480688693,0.8382968822708238,-0.0033271288971614688,-0.0026756630991158657,0.00291864155990075,0.0056946724609391874,0.0024168200276729365,0.0015531241757355669,0.0034650887279909334,0.38216435992522146,0.8061375307811958,0.1444282907574298,0.01354106509331574,0.2311068382686437,0.07968849128924142,0.24230051104870495,0.10063291283624694,1.0,1.0,1.0,1.0,9,census,natural,0.2,0.2,5,0.0,native-country
1,2011,0.04311472246639367,65,0.08055693684733964,0.7049528301886793,0.7223551212938004,0.7295737870619946,0.02462095687331538,0.01740229110512128,0.0433881670764396,0.04215524274527371,0.04450312356920612,0.018365442937025616,0.04996577479118949,0.7049528301886794,0.7223551212938006,0.7295737870619946,0.024620956873315357,0.01740229110512128,0.043388167076439575,0.04215524274527373,0.044503123569206146,0.018365442937025654,0.04996577479118948,0.9404466501240695,0.9409429280397023,0.9384615384615385,-0.0019851116625309918,0.0004962779156327368,0.007846842829201945,0.005061061551953154,0.008063561691946353,0.003970223325062053,0.00775210885946071,0.2788992821353556,0.12691930964185916,0.2632449877537216,0.8047298670321203,0.2613294884080516,0.054829466183363915,0.1965262417028712,0.013521357142656584,1.0,1.0,1.0,1.0,9,census,natural,0.2,0.2,5,0.0,native-country
2,910,0.01950989430353965,65,0.2989010989010989,0.7505787037037037,0.7686921296296296,0.7488136574074075,-0.0017650462962962798,0.01811342592592593,0.03539389416297763,0.03346031085286778,0.04179500954534207,0.006764524007180731,0.06092745566774665,0.7505787037037037,0.7686921296296296,0.7488136574074075,-0.0017650462962962798,0.01811342592592593,0.03539389416297763,0.03346031085286778,0.04179500954534207,0.006764524007180731,0.06092745566774665,0.8087912087912088,0.8131868131868133,0.8032967032967033,-0.005494505494505475,0.0043956043956044025,0.032672678565535185,0.014327917374071774,0.037971763831145054,0.007770404188863179,0.04190258453832446,0.33743545145220677,0.12227544224111711,0.21913607841359917,0.055031976781348094,0.22438170500190088,0.7895589756159953,0.21904676513229324,0.03313360536153946,1.0,1.0,1.0,1.0,9,census,natural,0.2,0.2,5,0.0,native-country
3,742,0.015908067662886178,65,0.29784366576819404,0.7119264069264071,0.7545887445887446,0.7149350649350649,0.003008658008657972,0.0426623376623376,0.03055150142363537,0.031560237836277164,0.031189191882736493,0.005963350773237259,0.0233329317524816,0.7119264069264069,0.7545887445887447,0.7149350649350649,0.003008658008658016,0.042662337662337714,0.030551501423635424,0.031560237836277094,0.031189191882736524,0.005963350773237261,0.023332931752481568,0.7744966442953021,0.8067114093959731,0.7731543624161075,-0.0013422818791946288,0.03221476510067114,0.02189195494000009,0.0307262366235157,0.019635891058158085,0.005022358908421391,0.02595849611518619,0.33203382959780786,0.1556809503131748,0.24277753961592552,0.05338331009973503,0.2635311798216884,0.0543746142333109,0.1616574509645781,0.7365611253537793,1.0,1.0,1.0,1.0,9,census,natural,0.2,0.2,5,0.0,native-country
