island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,imp_on_validation_10,imp_on_pooled_10,imp_on_validation_11,imp_on_pooled_11,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,jaccard_10,jaccard_11,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,5860,0.06115888786841446,38,0.15921501706484642,0.7836396210537746,0.9418409837400581,0.818940796438557,0.03530117538478243,0.15820136268628354,0.025866496205127897,0.006417061867170109,0.018388102258051903,0.012050060865339282,0.0265006250586032,0.7836396210537746,0.9418409837400581,0.818940796438557,0.03530117538478241,0.15820136268628351,0.025866496205127917,0.006417061867170099,0.01838810225805188,0.012050060865339295,0.026500625058603185,0.9254266211604095,0.9699658703071673,0.9337883959044369,0.008361774744027306,0.044539249146757685,0.007450129676772386,0.0024373475865333855,0.005192875103994169,0.0030238984891927316,0.007883146390751586,0.040796012823980675,0.370245843316001,0.06038097229197131,0.014152795089292569,0.16861131226089185,0.09935231582781656,0.013911483360779173,0.0026692957982740744,0.13470810730536367,0.10544855083813516,0.06861517079606794,0.044181382010522574,0.052044104199320075,0.04442079928440414,0.14641638669401,0.11258186844456286,0.11689250359850394,0.08117153788774725,0.03242873987549174,0.00351621600635588,0.14999826197990268,0.11903577893167679,0.015196944813717153,0.003223616565211015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
1,5376,0.056107539450613676,38,0.2825520833333333,0.8896765066812108,0.9433954867739296,0.900403940550859,0.010727433869648296,0.053718980092718936,0.006503348509581412,0.007579659345463703,0.007467881885411319,0.004476468679630981,0.003109485674207927,0.8896765066812108,0.9433954867739296,0.900403940550859,0.01072743386964825,0.053718980092718915,0.0065033485095814005,0.007579659345463708,0.007467881885411263,0.004476468679630965,0.0031094856742078895,0.9301115241635689,0.9585501858736059,0.9323420074349442,0.0022304832713754496,0.028438661710037172,0.003642363929789096,0.0061815201294854365,0.00324081705839452,0.0013909507014029626,0.0029739776951672875,0.09132399883843362,0.047431876414759586,0.05283250874565145,0.41376405922719456,0.17735028504420772,0.10940117443572409,0.012183190179977956,0.002109269239217201,0.06204905760107865,0.03944051282951978,0.20063430998804488,0.13115338376339017,0.03155601741790097,0.014550511005709654,0.11958293245703903,0.10378056815162287,0.09314463400365519,0.05640343127144355,0.0215581949749426,0.009916665141762045,0.1241711763630389,0.0698423271524192,0.013613694386029227,0.0022062213672373785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
2,7833,0.08175043834015196,38,0.21971147708413125,0.8683044457966493,0.950617049192797,0.8823123657038543,0.01400791990720498,0.0823126033961475,0.009623332462794162,0.006677578812988518,0.009061258022727567,0.006219015132469165,0.01565617991421175,0.8683044457966496,0.950617049192797,0.8823123657038543,0.014007919907204935,0.08231260339614747,0.009623332462794124,0.0066775788129884925,0.009061258022727623,0.006219015132469106,0.015656179914211674,0.9369495851946393,0.9698787492022973,0.9421825143586473,0.005232929164007661,0.032929164007657954,0.005284043789274903,0.0017777138834950872,0.005967412751786083,0.002565379864995753,0.0066270606181223326,0.08368713749696878,0.0739941682232556,0.05570667087944544,0.02456547861199671,0.22225170883739878,0.4358146975619177,0.01048921691508032,0.001499469254147978,0.11802104377769476,0.0980683065421167,0.09631244495531019,0.06698061044057432,0.02853004657977141,0.016772980513660232,0.16177495744023418,0.11467322985108166,0.08251429035640277,0.06885763400155782,0.018796948016260775,0.005981220977364733,0.11077489410546983,0.09092368124151681,0.011140640639962889,0.0018685227808098216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
3,5709,0.05958295065542289,38,0.14941320721667542,0.7931625321456749,0.9145421913864649,0.8295999180925193,0.03643738594684447,0.12137965924078993,0.01186330462927407,0.010057228113908722,0.01800481887938175,0.01491842613956556,0.01671114393682721,0.7931625321456749,0.9145421913864649,0.8295999180925193,0.03643738594684447,0.1213796592407899,0.011863304629274063,0.010057228113908743,0.018004818879381792,0.0149184261395656,0.01671114393682721,0.9325744308231174,0.9570928196147112,0.9380035026269702,0.005429071803852903,0.024518388791593716,0.0035891246115445133,0.006737437499709771,0.007143985308010895,0.0049966173792248955,0.0057018636063396735,0.07982290711657596,0.026099024517000174,0.07789834625934869,0.0471634893408742,0.0778103623417836,0.032696441679911196,0.02501522903364185,0.495424775632982,0.10219814853670814,0.06496301049299585,0.14113277378199918,0.06151817701153539,0.04363618520307162,0.012033144777193252,0.12032867169202763,0.10144032850163653,0.18377688585384383,0.1079975703561639,0.02272132041519944,0.003598152605011769,0.05825891174182483,0.02043651160281788,0.06740025802397522,0.026629373481878042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
4,7794,0.08134340819904817,38,0.18206312548113934,0.8368017122341895,0.9558425849212924,0.8454059652029826,0.008604252968793191,0.11904087268710295,0.020715565169186632,0.008396282446709803,0.015588910113366421,0.010605657264348693,0.016289610631253067,0.8368017122341895,0.9558425849212924,0.8454059652029825,0.008604252968793103,0.11904087268710298,0.02071556516918659,0.008396282446709818,0.015588910113366399,0.010605657264348634,0.01628961063125302,0.9331622835150737,0.9698524695317511,0.9347017318794097,0.0015394483643361046,0.036690186016677354,0.007604746804504922,0.0025976211329463397,0.006380926294006891,0.0023162886575070966,0.007374013015112207,0.1331990203909767,0.08478309647497088,0.036719071909773124,0.01704155982799066,0.25263464409073044,0.20195974863319452,0.009340862501934881,0.0016202384083718894,0.05857797160182151,0.33783276829975994,0.057475645909977155,0.04594402310372865,0.031347229661640726,0.02947296139209739,0.15537592419446483,0.10279162126494801,0.12324520417173565,0.09450712730189129,0.02506333886223443,0.005887880044742716,0.10654349941359746,0.07573050373546383,0.01047758729111297,0.0024284715128400553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
5,6466,0.06748351006095016,38,0.28069904113826166,0.898770539098632,0.9474412122395718,0.9059230129633411,0.007152473864709075,0.048670673140939716,0.01892397316158677,0.009015150098877432,0.018413120387171605,0.0015258648170893032,0.014306148095275011,0.898770539098632,0.9474412122395718,0.9059230129633409,0.007152473864709008,0.04867067314093974,0.018923973161586803,0.009015150098877482,0.018413120387171668,0.0015258648170892147,0.01430614809527503,0.9363214837712521,0.9591962905718703,0.9369397217928903,0.0006182380216383399,0.022874806800618243,0.010825787330965982,0.0054294182597373316,0.009597635051783624,0.0018547140649149824,0.00814339404780188,0.053356228539784,0.029459877159562824,0.19869341600798404,0.17432179453066488,0.1187248755217289,0.08411884307989403,0.013614894501191232,0.004071324180561662,0.050673656722335064,0.03933989758548439,0.1495033440240113,0.3676447413338437,0.03778914813343478,0.019561250820719387,0.13384752430268468,0.11248096979429564,0.11633832813108926,0.08782816410471089,0.017956287852869134,0.00741279389075464,0.09427780589675216,0.0707961880282213,0.015224490366135749,0.002964155491286811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
6,9230,0.09633046672789514,38,0.17486457204767064,0.7385596295400352,0.8494441270996426,0.7837334249454697,0.04517379540543456,0.11088449755960725,0.018383167417611465,0.01562702307436441,0.011166846307676606,0.01088460832278762,0.024618959042961613,0.7385596295400353,0.8494441270996426,0.7837334249454697,0.045173795405434494,0.11088449755960716,0.01838316741761147,0.015627023074364435,0.011166846307676642,0.010884608322787618,0.02461895904296165,0.9039003250270856,0.9310942578548213,0.914842903575298,0.010942578548212345,0.027193932827735634,0.005466728412369587,0.007367280606717206,0.004379497926632238,0.005234180857716617,0.009589370146634333,0.09585085454654389,0.07013174911441307,0.0720951025312633,0.02229913627523411,0.038554653760336025,0.006496608084907108,0.03128730458309763,0.005092733076173114,0.0798281916622051,0.03863117752262121,0.0582640851816133,0.03084052727566596,0.22805373449250538,0.5935004055917672,0.05015371876116544,0.01910454460609968,0.1573276427223918,0.12796506423499315,0.037054892130416114,0.005368760398904195,0.10533400548733925,0.06943560265044865,0.04619581414112271,0.011133691168772528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
7,11328,0.11822660098522167,38,0.1940324858757062,0.8894687842278206,0.9596084337349398,0.9043866374589266,0.01491785323110617,0.0701396495071194,0.00288374812254562,0.0037227524369909857,0.00543604756110715,0.005991639387747342,0.0037322326723060618,0.8894687842278206,0.9596084337349398,0.9043866374589266,0.014917853231106193,0.0701396495071194,0.002883748122545619,0.0037227524369909328,0.005436047561107164,0.005991639387747377,0.003732232672305988,0.9503089143865843,0.9729920564872021,0.9532215357458075,0.002912621359223255,0.022683142100617837,0.0010664647814293369,0.002487026090662934,0.001808817434414757,0.0017784149761350292,0.0026419469633002512,0.11769800057516318,0.0912151756327885,0.034929924570995426,0.018585134784300652,0.2625017607493768,0.19681253061502219,0.010092233340136121,0.001641807534121502,0.130854676108744,0.12222441585833779,0.07879815443228926,0.0616004291869377,0.0326534441883792,0.022180252126616097,0.09118279406934199,0.31771170041757396,0.1089068175972193,0.07825764260115715,0.021789166861401258,0.006255105485019773,0.09653549127659256,0.08010569745660759,0.014057536230360884,0.0034101083015169015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
8,9218,0.09620522668447859,38,0.22206552397483184,0.8135740269033847,0.9210367770460799,0.8418793181295419,0.02830529122615717,0.10746275014269531,0.009030510338732017,0.005328931581230395,0.011617833498495173,0.004061665307722523,0.006460505427498807,0.8135740269033847,0.9210367770460799,0.8418793181295419,0.02830529122615715,0.10746275014269527,0.009030510338732029,0.00532893158123037,0.011617833498495194,0.0040616653077225175,0.006460505427498798,0.9073752711496746,0.9445770065075922,0.9138828633405639,0.006507592190889322,0.037201735357917556,0.002336297096370726,0.0019821764514638862,0.0032064523859207227,0.0022750734233625866,0.003889462272677043,0.14148562984717167,0.08843968078889342,0.049694762647759794,0.025246110875651994,0.06187907593252702,0.0223454987007225,0.01840834469610491,0.0023098382926229383,0.13166769124665026,0.0996761805083642,0.11468925030350345,0.07201900700575722,0.08474366003802522,0.04227221452948596,0.10121839749800321,0.06373129855018031,0.1089128717483288,0.48671757614019756,0.023409214806735402,0.0029677637014271377,0.1399227333746937,0.0888475476841141,0.02396836786049647,0.005427283222582594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
9,5032,0.052517324872672626,38,0.23231319554848967,0.8646404838513506,0.9732776063953296,0.8878351632556031,0.023194679404252527,0.10863712254397902,0.01626814578247837,0.0011115852345009107,0.014772458428046713,0.015791857261197945,0.015934218626141895,0.8646404838513504,0.9732776063953296,0.887835163255603,0.023194679404252527,0.10863712254397898,0.01626814578247836,0.001111585234500927,0.01477245842804669,0.015791857261197896,0.01593421862614187,0.9298907646474678,0.9809334657398212,0.9394240317775571,0.009533267130089373,0.05104270109235352,0.009902642194492882,0.002543445575941578,0.00786955819509788,0.007313585954129854,0.008873210686668782,0.1455021858291206,0.0948783432924912,0.06374629540008012,0.026685963119404705,0.19569413542173247,0.20749167866300183,0.006182874591038152,0.001461429564894804,0.18077557003079225,0.14878710305418733,0.07408215991557345,0.06470355011813207,0.02838089495228676,0.0028931374614125953,0.12710560964898046,0.11003820749152511,0.05772420332636114,0.021075492752220697,0.012505526791007629,0.26731965438682326,0.10362049614316546,0.05332275281439967,0.004680047949861623,0.0013426872815067955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
