island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,imp_on_validation_10,imp_on_pooled_10,imp_on_validation_11,imp_on_pooled_11,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,jaccard_10,jaccard_11,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,5860,0.06115888786841446,38,0.15921501706484642,0.8058964684166237,0.9482108634870652,0.8427003990336328,0.03680393061700922,0.14231439507044172,0.008383097541757338,0.007564234510631745,0.015967550982948938,0.018649582069058097,0.002187434146438525,0.8058964684166238,0.9482108634870652,0.8427003990336328,0.03680393061700913,0.1423143950704416,0.008383097541757381,0.007564234510631734,0.015967550982948945,0.018649582069058125,0.002187434146438569,0.9322525597269624,0.9704778156996587,0.9409556313993173,0.008703071672354934,0.038225255972696215,0.002449266227714547,0.0028859273933938214,0.003943419798051634,0.005016019951091804,0.0017402796974719727,0.025278474490882403,0.3568381991119943,0.048567649164472954,0.0295305628993734,0.1915681988423931,0.1299710852323011,0.012959935592667098,0.0024366988979250704,0.11745963231377884,0.08877422031005848,0.033673372636977075,0.02221265688647952,0.07852670027659815,0.04984442568393737,0.19581705341141026,0.12694235226861564,0.08430383101785408,0.05127900469855333,0.021476818219635017,0.008427004524197134,0.17579171610193553,0.1311809889395617,0.014576617931395527,0.002562800547002913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
1,5376,0.056107539450613676,38,0.2825520833333333,0.896913348786474,0.9489875920370876,0.9096843468775567,0.012770998091082642,0.052074243250613626,0.01526695048417849,0.009409143344360549,0.0141353891792732,0.005692573980037402,0.006388465344914668,0.896913348786474,0.9489875920370876,0.9096843468775567,0.012770998091082642,0.052074243250613585,0.015266950484178502,0.00940914334436053,0.014135389179273226,0.00569257398003746,0.006388465344914669,0.9342007434944237,0.9617100371747214,0.937360594795539,0.0031598513011152685,0.02750929368029742,0.010537574559894708,0.007038697482810945,0.009488660980000157,0.0021676401096079557,0.003698838056158455,0.024136766469636424,0.012051142587156534,0.09225711106772795,0.3248987548084166,0.17820199677313944,0.1590276516156729,0.014324068751486011,0.0026868740395589456,0.05011612172703017,0.03993246775617609,0.21424820013198587,0.17159735021239944,0.02260030890753112,0.0037918142828959845,0.19741231402463727,0.15557118928804234,0.06265299893099832,0.05018780964315511,0.02177198806606768,0.009905783253728968,0.10800144811673625,0.0671957478550313,0.014276677033023492,0.003153414657765964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
2,7833,0.08175043834015196,38,0.21971147708413125,0.8774342067732797,0.9497630207838142,0.8940674380573885,0.01663323128410883,0.07232881401053456,0.012955635145756832,0.0042996557365947785,0.00833617697330996,0.006192211182640277,0.01099516621310917,0.8774342067732797,0.949763020783814,0.8940674380573885,0.01663323128410883,0.07232881401053448,0.012955635145756829,0.004299655736594708,0.008336176973309937,0.006192211182640274,0.010995166213109198,0.941416719846841,0.9682195277600509,0.947160178685386,0.005743458838544946,0.026802807913209926,0.005079706124347752,0.001822955565677818,0.0032137021855811495,0.002520538309908281,0.005184453353309467,0.04773344943859012,0.030918067961448487,0.0871204446360249,0.07978524924495706,0.21136744416648848,0.38158742324880424,0.011562155852507113,0.0022346263985608362,0.13918071471378718,0.10268641225895155,0.06199779665395601,0.05015790261508542,0.01595008932296891,0.003016338197048491,0.2116108587198088,0.1954314342233076,0.05531315427173312,0.03485076164934234,0.019349890498857714,0.008634076752136541,0.12696354422262784,0.1082382106382924,0.011850457502649946,0.002459496812064819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
3,5709,0.05958295065542289,38,0.14941320721667542,0.7927505856987129,0.9148216404382051,0.8216554947272059,0.028904909028492944,0.12207105473949206,0.01767415649027455,0.014878801700296998,0.021695868475455328,0.013544669328668065,0.0204126489247304,0.792750585698713,0.9148216404382051,0.821655494727206,0.028904909028492964,0.12207105473949205,0.01767415649027456,0.014878801700296998,0.021695868475455318,0.013544669328668088,0.020412648924730416,0.9318739054290719,0.9542907180385288,0.9343257443082311,0.0024518388791593625,0.02241681260945707,0.005739393908292093,0.008710914266512037,0.007092279065259715,0.005658667047777047,0.011139785564826123,0.03139683964725745,0.006513925127620268,0.10140828956285848,0.08914091492535879,0.07413208829303082,0.02949898126968749,0.030311038257566543,0.409075007151454,0.14559786702500696,0.12113037159281351,0.09901889630080106,0.061924767963074986,0.044813397308304775,0.010392817449145586,0.13609134880120805,0.0942513496069359,0.15310551792075186,0.11185642667535124,0.0237879984444163,0.004944734829179591,0.05512549846735248,0.010198853946718687,0.10521121997144516,0.05107184946266003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
4,7794,0.08134340819904817,38,0.18206312548113934,0.8475252692626345,0.9613695111847557,0.8570690417011875,0.009543772438552867,0.11384424192212103,0.013808971965665275,0.00981440471692072,0.010195418272599921,0.005506608514264512,0.01622706139231632,0.8475252692626345,0.9613695111847556,0.8570690417011875,0.009543772438552933,0.11384424192212099,0.01380897196566527,0.009814404716920761,0.010195418272599902,0.005506608514264461,0.016227061392316267,0.9390635022450289,0.9775497113534317,0.9412443874278384,0.0021808851828094998,0.038486209108402836,0.006641272151658612,0.0044254492137678625,0.00597053304847727,0.002012108677531478,0.005892846223402589,0.04718392313606414,0.03191697160635984,0.07460838372222026,0.04865435389226647,0.23360425368184826,0.15876199657541407,0.011597970980137474,0.0018820730326999159,0.07971916316923738,0.40440510999705254,0.05952727635025914,0.04037413410414703,0.031435619303196785,0.007001600692497711,0.21208892847738875,0.12668198473116496,0.09382333494375071,0.06267137960761858,0.01883021407213314,0.008164277581936311,0.126141220251548,0.10731514050188277,0.011439711912216,0.0021709776769599514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
5,6466,0.06748351006095016,38,0.28069904113826166,0.9028421111811404,0.9532730882696706,0.9129781360129957,0.010136024831855339,0.05043097708853008,0.010855418377521889,0.008252953133480635,0.008589757864241297,0.005111964005127594,0.009010219029187111,0.9028421111811407,0.9532730882696706,0.9129781360129957,0.010136024831855318,0.05043097708853008,0.010855418377521882,0.008252953133480618,0.008589757864241272,0.00511196400512762,0.009010219029187094,0.9387944358578053,0.9627511591962905,0.9408037094281297,0.0020092735703245435,0.023956723338485288,0.006849619723697187,0.004355178610078935,0.005255023183925794,0.00270368712280309,0.004506145204671819,0.02373418489356448,0.007989452468259795,0.16424076664473375,0.15234936789031775,0.15044880341137196,0.12000361021685524,0.015637812208163314,0.0035320952039062993,0.04889123681671207,0.028690615207465676,0.14130920408259354,0.35501283570412034,0.023202386815053277,0.00888888679228856,0.19017278534278337,0.14643579069099028,0.09407381492740081,0.07505536873691429,0.024423259911196076,0.01018130251337845,0.10844579599188517,0.08847990197739425,0.01541994895454219,0.0033807725981091254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
6,9230,0.09633046672789514,38,0.17486457204767064,0.7414586251267968,0.8504015823421673,0.7900005895159667,0.04854196438916998,0.1089429572153705,0.019306987203938916,0.013818849474051355,0.01608422598583159,0.018256005368097728,0.020487712880597145,0.7414586251267968,0.8504015823421673,0.7900005895159667,0.04854196438917002,0.10894295721537053,0.019306987203938905,0.013818849474051383,0.01608422598583159,0.01825600536809775,0.02048771288059725,0.9046587215601299,0.9278439869989166,0.9159263271939327,0.011267605633802847,0.023185265438786563,0.007046419302929195,0.004419518538325278,0.005432264847983403,0.006829866744300973,0.00823259382080733,0.053613564940843954,0.02193479237461176,0.06852068343172033,0.02330641997033543,0.03699613561160332,0.00424792540396852,0.032202349216974804,0.003942843100720251,0.07167773915768343,0.044068551475532555,0.07397230570713544,0.035636259961351335,0.24044798501106351,0.6197671639617234,0.07096300538767299,0.03594663926145739,0.13698773938281464,0.09565721813697939,0.03805056904694597,0.004988621591910861,0.12254285718607091,0.09276002297285554,0.05402506591947056,0.017743541788553484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
7,11328,0.11822660098522167,38,0.1940324858757062,0.8812924424972618,0.9620454545454546,0.8977847754654983,0.0164923329682366,0.08075301204819278,0.01412385326822081,0.0033572857276799135,0.00972190573038271,0.005884029567723263,0.014173600214529417,0.8812924424972618,0.9620454545454546,0.8977847754654984,0.0164923329682366,0.08075301204819277,0.014123853268220838,0.0033572857276799,0.009721905730382728,0.005884029567723289,0.0141736002145294,0.9488084730803177,0.9741394527802296,0.9528684907325683,0.004060017652250658,0.025330979699911715,0.004287716787816831,0.0010292942444563686,0.0024870260906628976,0.002257142427633624,0.005285368021740492,0.052759635371119364,0.032356281807172364,0.06670408128897541,0.04708715045615372,0.2279342229671768,0.2135860736391267,0.009560894359767558,0.0013739341807679731,0.16795122474044688,0.09967206128154424,0.06244989507243456,0.057814637766967034,0.022195672254908264,0.005202960490241328,0.1526690097517929,0.3743240250671347,0.07259862528367372,0.04833612343777983,0.023524921669628857,0.009921126397490853,0.128514803018346,0.10795057492008109,0.013137014221729571,0.0023750505555400997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
8,9218,0.09620522668447859,38,0.22206552397483184,0.8012782089399657,0.9205442014601773,0.8321312285424636,0.0308530196024978,0.11926599252021164,0.010305597582107024,0.01589851794561024,0.008205524013440641,0.010824775502916127,0.013902589536088807,0.8012782089399657,0.9205442014601773,0.8321312285424636,0.0308530196024978,0.1192659925202116,0.010305597582107072,0.015898517945610237,0.008205524013440638,0.010824775502916146,0.013902589536088781,0.9023861171366594,0.9459869848156183,0.9109544468546638,0.008568329718004298,0.043600867678958787,0.005604343029398606,0.008412459622414437,0.003901541377137712,0.004644818461033354,0.006207847297724168,0.05441491727376768,0.026676695584955855,0.06522454278422471,0.030158957087515544,0.05142550364734768,0.03222782174279887,0.01736058574159947,0.002341025474184997,0.14690301794864177,0.10479196628022114,0.1192482875976499,0.05662698898332715,0.10364388013496506,0.041033615076674815,0.11828217353794154,0.09394172899198258,0.1052899496312772,0.502953497335542,0.02601065529381134,0.0032712373111677857,0.16086793484848477,0.09789693622535331,0.03132855156028878,0.008079529906275992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
9,5032,0.052517324872672626,38,0.23231319554848967,0.8728110038588694,0.9697802987583065,0.8910737386804657,0.01826273482159637,0.0969692948994372,0.012532774522007583,0.004425110987874138,0.016331684338626536,0.007889347217568185,0.008486611035438399,0.8728110038588692,0.9697802987583065,0.8910737386804659,0.01826273482159646,0.09696929489943724,0.012532774522007647,0.004425110987874143,0.01633168433862652,0.00788934721756819,0.00848661103543845,0.9346573982125124,0.9801390268123138,0.9398212512413109,0.005163853028798448,0.045481628599801406,0.005079130825241098,0.0025895540834966133,0.006330636524531954,0.004137570338828146,0.0036836617658374403,0.08222608213278829,0.04414391466569752,0.09218416045219613,0.028914871468721997,0.24934661819096976,0.20354033311942388,0.006977258142797012,0.0016089543732602813,0.15256464650934037,0.16824170364316843,0.05080810665608608,0.02563597055285346,0.01407522321929337,0.0031568571090941286,0.14842456260494136,0.10524150632942866,0.04089553757301922,0.027621484552949094,0.019575239948514872,0.28949589091957856,0.13673730470877982,0.10098921447895241,0.006185259861273791,0.001409298786871488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
