island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,imp_on_validation_10,imp_on_pooled_10,imp_on_validation_11,imp_on_pooled_11,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,jaccard_10,jaccard_11,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,natural_col
0,5860,0.06115888786841446,38,0.15921501706484642,0.8051043730828742,0.944257444556041,0.83452319552648,0.02941882244360596,0.13915307147316702,0.018059125063793792,0.010546360421156694,0.01090746205176343,0.013983208333881872,0.022298475727278003,0.8051043730828742,0.944257444556041,0.83452319552648,0.02941882244360596,0.139153071473167,0.018059125063793792,0.010546360421156722,0.010907462051763397,0.0139832083338819,0.022298475727277983,0.9331058020477816,0.9718430034129693,0.9395904436860067,0.006484641638225264,0.0387372013651877,0.0043035905163544405,0.0049752149273423925,0.002824734702601872,0.0040598557178738405,0.008711432776860203,0.05823849470714938,0.4082146816070237,0.029182979819980116,0.012848292143374787,0.1477483621065105,0.08282118102904987,0.011294082286710944,0.002109217137666021,0.16677723022696095,0.1109850525871136,0.033060251468476964,0.01918005053009006,0.052804201157232125,0.016806505756052283,0.14882677830277466,0.12444779866724887,0.085810693617867,0.030096773092455998,0.026977574991306496,0.007323989996123147,0.22681293334776492,0.18230349367239346,0.012466417967265938,0.0028629637814082346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
1,5376,0.056107539450613676,38,0.2825520833333333,0.9064528224706845,0.9538621488955551,0.9188454458685575,0.012392623397872993,0.04740932642487057,0.010295176711848913,0.003752179997744128,0.01096769002651565,0.005114166797055472,0.008775245179560704,0.9064528224706845,0.9538621488955549,0.9188454458685575,0.012392623397872903,0.04740932642487041,0.010295176711848895,0.0037521799977440823,0.01096769002651565,0.005114166797055455,0.00877524517956072,0.9395910780669144,0.9641263940520446,0.941635687732342,0.0020446096654275435,0.024535315985130125,0.007550221565646807,0.0034574489289476273,0.008546144187786342,0.003020088626258717,0.008157289315052689,0.04929938301050828,0.013107677987536334,0.07530901586744033,0.3366652652182708,0.12327366580584195,0.12506665520521257,0.01463929712071653,0.0024941056269075666,0.06900507145677776,0.0356717947606399,0.26170098637823724,0.20388216667391726,0.021424422728184532,0.01094925761996805,0.14016088315165956,0.11141294253698454,0.06623340846173396,0.03421987284716479,0.01727952895066963,0.0034963473422669443,0.1478923645749378,0.11938919485997865,0.013781972493292405,0.0036447193211527574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
2,7833,0.08175043834015196,38,0.21971147708413125,0.8964840556009813,0.9583023541044705,0.9166874251269277,0.020203369525946435,0.06181829850348926,0.012754710909846534,0.006003715465917033,0.009984020762681678,0.010509024348305257,0.016953086145121005,0.8964840556009811,0.9583023541044705,0.9166874251269277,0.02020336952594648,0.06181829850348932,0.012754710909846553,0.006003715465917072,0.009984020762681645,0.010509024348305227,0.016953086145121008,0.9506062539885132,0.9730695596681557,0.9580089342693043,0.0074026802807912965,0.02246330567964263,0.0055428336312976535,0.003238947681033713,0.004591220357014662,0.004612459731867955,0.007736251415796708,0.07038892508258018,0.07218320820582243,0.05003006150700582,0.021247016893700045,0.19915582184306402,0.39883765013930134,0.013021513378727893,0.0016094893013069605,0.1553326070546546,0.1507831609514293,0.05912295960769971,0.03863894287389964,0.01852493922055278,0.008625720879669885,0.18113959778144534,0.14737894524780343,0.07810651582784527,0.04236974044020522,0.01640766455449957,0.0024592105508117338,0.14768467557872295,0.11396633562131651,0.01108471856320176,0.0019005788947334197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
3,5709,0.05958295065542289,38,0.14941320721667542,0.7804000216813919,0.9185990207237971,0.8148071861769081,0.03440716449551624,0.13819899904240524,0.010064241366969505,0.01027707257023641,0.007221885913810476,0.00439410674314659,0.019868380254271723,0.780400021681392,0.9185990207237971,0.8148071861769081,0.03440716449551613,0.13819899904240515,0.010064241366969519,0.010277072570236415,0.007221885913810423,0.004394106743146653,0.01986838025427174,0.9288966725043784,0.959894921190893,0.9341506129597198,0.005253940455341488,0.03099824868651484,0.0033868790903351493,0.004934852120352133,0.0018698911124398184,0.0029823793985860637,0.006181913343160337,0.06790736971385766,0.027561341533771377,0.10653645056208805,0.085090284785566,0.11516115442171217,0.05874540934985619,0.040499694918282196,0.41646335306416943,0.07727022689475231,0.06751544124799894,0.12521909206715504,0.050207927962160774,0.035145555388877564,0.010899859827982458,0.16081933505528917,0.11860975233525994,0.09189002642246841,0.06969838884365517,0.023986413117121394,0.004526255696712074,0.08991484257454346,0.029364718783941306,0.06564983886385276,0.061317266568926186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
4,7794,0.08134340819904817,38,0.18206312548113934,0.849833195249931,0.9558508699254349,0.8626628003314002,0.012829605081469131,0.10601767467550398,0.020302442788606014,0.0044479301086903485,0.025707601695709112,0.01485534374183057,0.016459118735174246,0.849833195249931,0.9558508699254349,0.8626628003314002,0.012829605081469176,0.10601767467550398,0.020302442788606018,0.0044479301086904005,0.025707601695709098,0.014855343741830533,0.01645911873517418,0.9397049390635022,0.9743425272610647,0.9427838357921743,0.0030788967286722313,0.03463758819756253,0.006258530297703893,0.0034661336975256724,0.008513488145240306,0.004858010578258207,0.0045356432404525145,0.19027451680745022,0.0805456895913579,0.031826228913963785,0.025796712774341153,0.1811064469739149,0.18937503121965446,0.00960758871220196,0.0013023842451932337,0.09049108443008166,0.383888573302573,0.026034348450319357,0.010302955037782545,0.027624791802297453,0.011420802962949644,0.18950145901324075,0.13601107924160488,0.07656313375184466,0.05419310425805607,0.014274222018598712,0.004323798557844127,0.15144651321991467,0.10074427313188741,0.011249665906171913,0.002095595676755476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
5,6466,0.06748351006095016,38,0.28069904113826166,0.9046491671918876,0.9550194849579675,0.9163445804594131,0.011695413267525434,0.05037031776607988,0.006630731218467353,0.004733919394041496,0.008551910552268829,0.005001950325577105,0.0056428286490908305,0.9046491671918876,0.9550194849579675,0.9163445804594131,0.011695413267525389,0.05037031776607992,0.006630731218467368,0.004733919394041474,0.0085519105522688,0.0050019503255771,0.005642828649090855,0.9401854714064916,0.9642967542503864,0.9425038639876352,0.0023183925811437467,0.02411128284389492,0.004626469720895135,0.0022610106396179007,0.0032640976942724894,0.002443800355616955,0.0032932420019570904,0.028590893252439936,0.00345139042271663,0.15882812653971834,0.13894278662541198,0.11128506108447474,0.07203860155858274,0.014162452132989436,0.002279814083172221,0.04543978345452644,0.030950202267631004,0.17004467948304317,0.4305145279873738,0.031128643845476783,0.0125558629613994,0.12766534034569604,0.08870205852343092,0.0873528514600866,0.06215658127458219,0.01920567954126279,0.003279411338961822,0.19156528372777082,0.15182867475940112,0.014731205132514713,0.0033000881973361965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
6,9230,0.09633046672789514,38,0.17486457204767064,0.7599970727483031,0.8558991236540233,0.8007803971711365,0.04078332442283337,0.09590205090572015,0.010295569391758585,0.0077201426831036354,0.009970140511914983,0.010319874746590813,0.01169287502139494,0.7599970727483031,0.8558991236540232,0.8007803971711365,0.04078332442283339,0.09590205090572013,0.010295569391758581,0.007720142683103579,0.009970140511914973,0.010319874746590784,0.011692875021394957,0.9102925243770313,0.9308775731310941,0.9184182015167931,0.008125677139761667,0.02058504875406284,0.003839663087035611,0.0032610870949712732,0.0036516358713657073,0.0038761741755142685,0.004734945478529174,0.08026477619842552,0.056896382473107375,0.060875753621496845,0.02235296789680197,0.03866845701989691,0.006590728921967276,0.03866387225463239,0.007111040004635641,0.06340078669228606,0.03281309724727038,0.07782146098073023,0.04489285361336448,0.19536911345594293,0.5398720566806994,0.06953341891881568,0.04418268116415579,0.1407788400485253,0.09996472650461319,0.03452538659678219,0.005536153536387219,0.16079123583900343,0.13070350942536896,0.03930689837346248,0.009083802531628351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
7,11328,0.11822660098522167,38,0.1940324858757062,0.8826642935377876,0.9601807228915662,0.899446878422782,0.016782584884994466,0.07751642935377874,0.009630933180209205,0.007936026027680535,0.013978776202913063,0.007251643509223468,0.012175847179774157,0.8826642935377876,0.9601807228915662,0.899446878422782,0.016782584884994466,0.07751642935377874,0.00963093318020923,0.007936026027680518,0.013978776202913002,0.007251643509223393,0.012175847179774156,0.9490732568402471,0.973080317740512,0.9530450132391881,0.003971756398940873,0.02400706090026481,0.004926844037759164,0.004111496804537381,0.007064209286412606,0.0034297191928906227,0.006343767988019913,0.10605621098722232,0.08473278877265,0.02708577550965422,0.014137280576170586,0.23141975961116695,0.18098943292649497,0.010198028613962039,0.0016600441813110483,0.14260362570672921,0.13285976142313896,0.04664877433427212,0.031316558171165756,0.02469831166091779,0.012450670193548867,0.11334403661669468,0.3662298646739197,0.12683940696231594,0.06403588984001074,0.017422820557075034,0.003196091997090272,0.13939183743051048,0.10571394108711314,0.014291412009479263,0.0026776761573860243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
8,9218,0.09620522668447859,38,0.22206552397483184,0.8204140292887386,0.9333903546510143,0.8414150260259152,0.02100099673717657,0.1129763253622756,0.012391334371548846,0.005499278959150909,0.01397359143321435,0.0021021343001158496,0.008803785234413077,0.8204140292887386,0.9333903546510143,0.8414150260259152,0.021000996737176546,0.11297632536227561,0.012391334371548875,0.005499278959150895,0.013973591433214338,0.002102134300115776,0.008803785234413063,0.9131236442516268,0.9550976138828634,0.9183297180043384,0.005206073752711493,0.04197396963123645,0.005057068645064978,0.0019219137903112016,0.0054294971847218204,0.0011166627050962013,0.0039494883852566505,0.11444069316567207,0.06809161115908105,0.05088645118395613,0.02213760863275157,0.043993127681291364,0.021568934588616223,0.016363706697132288,0.002624338047969433,0.14261012826047934,0.10956031116249469,0.08893282934092708,0.046241459503956736,0.11892642601012467,0.0492687481459201,0.09936931460330728,0.07428383616397136,0.06189919814353774,0.4352736400854046,0.023315896964530198,0.0039775970420400045,0.2171590854936483,0.1631722740677432,0.022103142455393753,0.0037996414000510846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
9,5032,0.052517324872672626,38,0.23231319554848967,0.8630997003571389,0.9737165666014308,0.8906071361440056,0.02750743578686654,0.11061686624429193,0.011714700583073539,0.006978555502693218,0.009821760018907789,0.009725344234826443,0.012954328478225223,0.8630997003571389,0.9737165666014308,0.8906071361440056,0.027507435786866607,0.11061686624429187,0.011714700583073527,0.006978555502693208,0.0098217600189078,0.00972534423482643,0.012954328478225254,0.9288977159880835,0.9825223435948361,0.9400198609731877,0.011122144985104266,0.053624627606752726,0.006454052357208306,0.005201906992535749,0.006108661965930359,0.0037368198058046844,0.007324365010758979,0.19350361573323133,0.16335625707046592,0.044551668803125194,0.021110484500391054,0.22061960812018191,0.17859744963196778,0.004926769335597043,0.0016849574262469656,0.19478162932055076,0.15240308736609423,0.030524267111946356,0.014565850882754802,0.011718502410804243,0.001829786450877177,0.1292229434827448,0.080026460281802,0.043557719711731724,0.013474073587172411,0.006372363647711647,0.2975724387860847,0.11509843412773617,0.07406228626921495,0.005122478194639005,0.0013168677469280801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,natural,0.2,0.2,5,0.0,branch.id
