island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,alpha,c_clients,y
0,2036,0.021249060699674374,38,0.48035363457760316,0.8896322680015402,0.924826723142087,0.8857431651906046,-0.0038891028109357072,0.035194455140546775,0.014373065173487312,0.009181947803954447,0.013456114378759586,0.005187545016956144,0.017826522002660827,0.8896322680015404,0.924826723142087,0.8857431651906046,-0.0038891028109357072,0.035194455140546796,0.014373065173487338,0.009181947803954402,0.013456114378759515,0.005187545016956136,0.017826522002660782,0.8897058823529411,0.925,0.8857843137254902,-0.003921568627450989,0.03529411764705883,0.014458707062502572,0.009378003171425989,0.013655282624690306,0.005046877520091675,0.01771501078391438,0.032473719377515045,0.467558561953366,0.060222241111553276,0.03690741435581381,0.159061924965323,0.1334435136122767,0.028363946625406016,0.007567774660227758,0.09403000004713005,0.03199988890754362,0.07901318848749068,0.05604109815056639,0.11016850624472348,0.046532466465016416,0.08951372730124141,0.022531456483203254,0.09161586445411399,0.02154752702073482,0.255536881385503,0.1758702983912513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
1,2036,0.021249060699674374,38,0.4351669941060904,0.8860283341475329,0.9146751343429409,0.8817342452369321,-0.004294088910600813,0.028646800195407995,0.007806494194756819,0.012204123793506957,0.008192600599329254,0.008192338423898467,0.013337246843794332,0.886028334147533,0.9146751343429409,0.8817342452369321,-0.0042940889106008575,0.028646800195407905,0.007806494194756806,0.012204123793506926,0.00819260059932927,0.008192338423898457,0.01333724684379431,0.8872549019607842,0.9156862745098039,0.8828431372549019,-0.0044117647058823815,0.028431372549019597,0.006756886643181506,0.011558653061325088,0.006466130371702389,0.006827641312345159,0.012067189828520779,0.13127825357029071,0.10225374889854555,0.05645447724933121,0.44261000565817116,0.14094543542946159,0.05217981415001616,0.0725915590419172,0.03734617530422021,0.1579854036957523,0.07268265426994071,0.09043740874143577,0.08813521928176407,0.06652524228691394,0.013695674391293133,0.05842610875449665,0.03335566103106701,0.06020929548350194,0.009641872336207623,0.16514681574689877,0.14809917467877437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
2,2036,0.021249060699674374,38,0.5078585461689588,0.8735957891700915,0.9137500901290648,0.8732857451871079,-0.0003100439829837098,0.04015430095897325,0.019827324481658973,0.010842315370615422,0.019368044762542367,0.0018669869753886975,0.01323516811006875,0.8735957891700915,0.9137500901290648,0.8732857451871079,-0.0003100439829835988,0.04015430095897328,0.019827324481658963,0.010842315370615457,0.019368044762542374,0.0018669869753887042,0.01323516811006867,0.8740196078431373,0.9137254901960784,0.8735294117647058,-0.000490196078431393,0.03970588235294117,0.019705638472786086,0.0107843137254902,0.019211684257122975,0.0018341457778303805,0.013280605082494215,0.13179072107691256,0.08532680257948055,0.1054441313809088,0.02281428700913452,0.0682444287340557,0.4695196932696012,0.07802418783383207,0.033513531375898284,0.13110602480751316,0.050886829574619576,0.12510875540657165,0.09510152565985992,0.05509061794814333,0.012416929033349147,0.062054814368790435,0.02168940854756421,0.04905007976717391,0.015232320996347925,0.19408623867609834,0.1934986719541447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,1
3,2036,0.021249060699674374,38,0.5255402750491159,0.8876336833991714,0.9310771750650352,0.8851816167260814,-0.0024520666730898366,0.04344349166586374,0.013873332612273817,0.007770881892537218,0.011367022283490926,0.0072764315312869535,0.013292060005621196,0.8876336833991715,0.9310771750650352,0.8851816167260814,-0.0024520666730899255,0.04344349166586379,0.013873332612273762,0.007770881892537198,0.011367022283490902,0.0072764315312868755,0.013292060005621154,0.8897058823529411,0.9308823529411765,0.8862745098039216,-0.0034313725490196178,0.04117647058823528,0.01386483884679505,0.008405111862491299,0.011662134562127769,0.006685383184796978,0.01407127460236015,0.07004574459700977,0.03013667983711956,0.11226257808964232,0.039766039210430135,0.08015637982890753,0.04842179581044772,0.022015343570581793,0.49073528717383974,0.08065934248900007,0.05990556084297703,0.15737081476115727,0.08841822711041025,0.07762003437426221,0.02663380516395723,0.0812588028924185,0.027156307118159643,0.059499800038797915,0.005286800478240118,0.2591111593582226,0.18353949725441868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,1
4,2036,0.021249060699674374,38,0.5255402750491159,0.8734897388958475,0.9110704306773293,0.8723769149243665,-0.0011128239714808474,0.037580691781481844,0.012155968240066673,0.0058040812627761324,0.009779369292956811,0.005287464425901495,0.013301587839166181,0.8734897388958475,0.9110704306773293,0.8723769149243665,-0.0011128239714809363,0.0375806917814818,0.012155968240066657,0.005804081262776132,0.009779369292956846,0.005287464425901476,0.013301587839166176,0.8759803921568627,0.9117647058823529,0.8745098039215687,-0.0014705882352941569,0.03578431372549016,0.011967211387974215,0.005589095221074186,0.009730114333960399,0.005279573340327975,0.013024833583908253,0.12578774642965224,0.08353350674113195,0.08193155556796945,0.06940701384301418,0.07833357958805387,0.07148068885302987,0.07625981089054142,0.020202064589432925,0.03281797610741212,0.44514269917637667,0.11034083425784483,0.05916712167115482,0.11312400232324134,0.016780176964158608,0.1035282566663049,0.04505209115426277,0.05683652683061245,0.015035298466253427,0.22103971133836745,0.17419933854118472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
5,2036,0.021249060699674374,38,0.5545186640471512,0.8697121462608189,0.9180492074297385,0.8738208693960907,0.004108723135271752,0.04833706116891956,0.011963792335214002,0.0059915155043699635,0.008668041168891895,0.006613606938636043,0.00788696833803453,0.8697121462608189,0.9180492074297384,0.8738208693960907,0.004108723135271819,0.04833706116891956,0.011963792335214007,0.005991515504369999,0.008668041168891845,0.006613606938636082,0.007886968338034536,0.8779411764705882,0.9205882352941177,0.8794117647058822,0.0014705882352941124,0.04264705882352941,0.011537845388176284,0.006685383184797015,0.0086862966405242,0.00612254705725331,0.007688425069293185,0.14501459278443107,0.0863625005281756,0.06135539492586162,0.03771514805259448,0.13123609885112214,0.0996921573117223,0.06269870619495392,0.046590218944699786,0.04876352627691062,0.019513383613747413,0.045397320590917625,0.4322596226460348,0.094546903987543,0.02688678451086484,0.06572601231046646,0.02268081784152745,0.08098046411423428,0.03541711971891511,0.26428097996355937,0.19288224683171834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
6,2036,0.021249060699674374,38,0.5117878192534381,0.8701257483590199,0.913529369334712,0.8684282657305668,-0.0016974826284532618,0.04340362097569186,0.0075103929872796585,0.0040650461611782705,0.00688192732053843,0.006243831512824478,0.0037428701993174737,0.8701257483590199,0.913529369334712,0.8684282657305668,-0.0016974826284532618,0.04340362097569184,0.0075103929872796975,0.004065046161178294,0.00688192732053843,0.006243831512824503,0.003742870199317504,0.8705882352941178,0.9137254901960784,0.8686274509803921,-0.0019607843137255053,0.04313725490196074,0.0074985581082246565,0.0039215686274509665,0.00703563730118007,0.00627757278179689,0.003982371766978398,0.14113736957419626,0.05396550979598438,0.06608121548588189,0.02593037152318804,0.1328577963208641,0.06480273098448285,0.09682911393266601,0.014894100445401511,0.12572742676323542,0.05945363804035549,0.1127326008273168,0.03879466638974095,0.03111085430834141,0.5191654618906275,0.11518038173100105,0.054679088287584596,0.03580891747389048,0.006624039714529456,0.14253432358260656,0.16169039292810528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
7,2036,0.021249060699674374,38,0.49263261296660116,0.882089552238806,0.9122863941163747,0.8805970149253731,-0.0014925373134328623,0.030196841877568725,0.012516813012455313,0.01946514055575726,0.014783593321355142,0.0034494153487299615,0.014679071072340571,0.882089552238806,0.9122863941163747,0.8805970149253731,-0.0014925373134328846,0.030196841877568638,0.012516813012455346,0.019465140555757245,0.014783593321355185,0.0034494153487299346,0.014679071072340602,0.8818627450980392,0.9122549019607844,0.8803921568627452,-0.0014705882352941345,0.0303921568627451,0.01253599201229844,0.01932392484747748,0.014738525861149923,0.003324671560355551,0.014591054966801225,0.0966286649126179,0.04622701089544703,0.06055895870239988,0.03001998740015745,0.1290406064398127,0.0698915969284748,0.05858461364022709,0.025928800630741777,0.12514720438598131,0.06262568008048455,0.08429007358131727,0.041822604930367706,0.09775284606647958,0.021888746531440788,0.038750547528482386,0.47734211986739616,0.0541564374985388,0.036705966578430047,0.2550900472441431,0.1875474861570597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
8,2036,0.021249060699674374,38,0.49754420432220037,0.8868268653129882,0.9132067764027394,0.8833978132884777,-0.0034290520245103817,0.026379911089751306,0.014516067193131688,0.008531327207236624,0.016264041155925613,0.0019682970819159605,0.010431053922574296,0.8868268653129882,0.9132067764027394,0.8833978132884777,-0.003429052024510426,0.02637991108975126,0.014516067193131693,0.008531327207236651,0.016264041155925585,0.0019682970819159375,0.010431053922574318,0.8867647058823529,0.9132352941176471,0.8833333333333332,-0.0034313725490195957,0.026470588235294114,0.014491907352053413,0.00857492925712544,0.016228377801222396,0.0019607843137254832,0.010444743016011077,0.179207810285757,0.17112298228037245,0.07428076445798627,0.015531569062523334,0.18548264250627344,0.13083535750393083,0.07606871517800994,0.014623135179962806,0.08885452155750684,0.02379559251160668,0.0814930159935912,0.05627671715445815,0.03623326030932488,0.008023942042466831,0.0785634042861885,0.023692876140357366,0.02582308494105773,0.4320659067475055,0.17399278048430442,0.12403192137681625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
9,2036,0.021249060699674374,38,0.46414538310412573,0.8828440965427266,0.9079654997463216,0.8822425164890919,-0.0006015800536348425,0.025121403203594996,0.017714230077880443,0.015868325523128255,0.02082263199479458,0.0047571421192042695,0.006763951397816356,0.8828440965427266,0.9079654997463216,0.8822425164890919,-0.0006015800536348648,0.02512140320359497,0.017714230077880463,0.01586832552312822,0.02082263199479458,0.004757142119204229,0.006763951397816394,0.8833333333333332,0.9088235294117648,0.8828431372549019,-0.0004901960784313708,0.025490196078431372,0.017441614582997242,0.014981085088172698,0.020056149554390945,0.00421682611129539,0.005716619504750297,0.12587983210682435,0.11293976410968565,0.05184298150645923,0.029231449942906752,0.12748410845862254,0.07390970294072444,0.06101924982164862,0.019849577295555528,0.08205698034705014,0.031828337268354184,0.10102501746976027,0.062033277208721406,0.15830135562030018,0.055608113978266795,0.11674976893597053,0.0678847202706288,0.09384943608038157,0.03811962426116754,0.08179126965298264,0.508595432723989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,100.0,10,0
