island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,alpha,c_clients,y
0,21184,0.043046848805665346,50,1.525868580060423,0.8594466507538339,0.8760351979825078,0.8540208648156904,-0.005425785938143646,0.016588547228673912,0.0056397855278404315,0.0034360343862324823,0.006212008032123296,0.0015961908642693958,0.005258009843918183,0.8594466507538341,0.8760351979825078,0.8540208648156904,-0.00542578593814369,0.016588547228673867,0.005639785527840381,0.0034360343862324784,0.006212008032123296,0.0015961908642693422,0.0052580098439181,0.8601368893084731,0.8771300448430495,0.8547085201793723,-0.005428369129100741,0.016993155534576365,0.005657694104875162,0.003224362777047536,0.006234756055945853,0.0017019359336625046,0.005160068706413819,0.03660206088572758,0.5501140662753337,0.09897953802579823,0.04454785609785111,0.07309804301411235,0.036430765945925946,0.09495744667117001,0.017513927534757244,0.1492128036632489,0.0963185358215034,0.0744938248036833,0.019354126639447813,0.11799690851272926,0.10589614829777272,0.14109524653484815,0.07770632359462196,0.09450227489867535,0.022305863889871862,0.119061852990007,0.029812385902914372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,1
1,21184,0.043046848805665346,50,1.4717239425981874,0.8591734651955111,0.8775977577707531,0.8535691885263453,-0.005604276669165675,0.018424292575242075,0.006538691181505726,0.003540348932568512,0.005991134214020453,0.001699752505650568,0.004762174461289304,0.8591734651955111,0.8775977577707531,0.8535691885263453,-0.005604276669165719,0.01842429257524201,0.006538691181505727,0.0035403489325685,0.005991134214020503,0.0016997525056505888,0.004762174461289271,0.8602312957281095,0.8783573282983242,0.8545197073400992,-0.0057115883880104025,0.01812603257021479,0.006498632375124124,0.003945352597397544,0.0060276114703591765,0.0017304982562967451,0.004545745080954805,0.09934187233709992,0.015612260215390222,0.03694782902759,0.5084462172521921,0.07225929383992177,0.014414213635300516,0.13642800161687274,0.103584723530126,0.1074581707708346,0.06573236922296591,0.10282695794326083,0.05418370114322355,0.11971812281857722,0.07029253799410647,0.11418614914349642,0.10180014470088088,0.08269198622184129,0.03218014257721738,0.1281416162805053,0.03375368972859705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,2
2,21184,0.043046848805665346,50,1.4338179758308156,0.8527485609029153,0.8810842022043097,0.851413673905658,-0.0013348869972571898,0.028335641301394654,0.0037264233992919016,0.00405823758621231,0.004128721468366969,0.0024434160970051365,0.007265589852918424,0.8527485609029153,0.8810842022043097,0.851413673905658,-0.0013348869972572342,0.02833564130139461,0.003726423399291888,0.004058237586212315,0.004128721468366934,0.002443416097005182,0.007265589852918424,0.8582487609157422,0.8840689166863346,0.8556997875855558,-0.002548973330186488,0.02582015577059238,0.0037573280608227387,0.0034923995870840526,0.003934041356811818,0.002128859529625643,0.006679879644229658,0.10459760977528698,0.05877220914900534,0.12797115992852087,0.09204361149561188,0.03656596839295241,0.5289502583095583,0.07448069661281355,0.008140625015848594,0.07852230683496272,0.014539322275603289,0.07824612566374559,0.014409079671230982,0.11070196229760676,0.04038016443857677,0.15745808911050813,0.10403983326810304,0.09233903706618157,0.08466113563424867,0.1391170443174214,0.054063760742213106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,2
3,21184,0.043046848805665346,50,1.4518976586102719,0.8532222154755399,0.874659483698891,0.8489058455504506,-0.004316369925089392,0.021437268223351104,0.002555128977017495,0.004499949842633899,0.0017964039016676136,0.001703265066850907,0.003462798244780211,0.8532222154755399,0.8746594836988908,0.8489058455504506,-0.0043163699250893025,0.021437268223351146,0.0025551289770175127,0.004499949842633964,0.0017964039016676366,0.0017032650668508476,0.003462798244780198,0.856077413264102,0.8762331838565022,0.8516875147510031,-0.004389898513098877,0.020155770592400278,0.0027499667998356426,0.004509327352775276,0.0021455403686312913,0.0014518344582704304,0.0033330948206579717,0.0875864542923763,0.021171662403533246,0.1335169355717235,0.1083513590724635,0.04828043741464388,0.0038189400239219302,0.03682764363604149,0.5430420296333598,0.09694705965240652,0.01652029663938872,0.1283810737501274,0.021061068653530787,0.0946788486813376,0.01905924682756723,0.11370853424673606,0.08186735582683247,0.14509948561492597,0.10047910146441326,0.11497352713968131,0.08462893945498878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,2
4,21184,0.043046848805665346,50,1.538755664652568,0.8584333225285373,0.8782609299925441,0.8539628270188043,-0.004470495509733041,0.01982760746400678,0.006321522176875045,0.0034309881716428933,0.0052067477079665615,0.00230077799307592,0.005519740945539825,0.8584333225285373,0.8782609299925443,0.8539628270188043,-0.004470495509733064,0.019827607464006823,0.006321522176875091,0.003430988171643019,0.005206747707966626,0.002300777993075901,0.005519740945539875,0.8597120604201086,0.879537408543781,0.8551805522775549,-0.004531508142553697,0.01982534812367238,0.006541690514487302,0.0037215772186786644,0.005556361187467419,0.0023095831621855563,0.005771545556118721,0.08200770042854864,0.03610949180232982,0.12534012849646833,0.08627559461453152,0.0770902289634896,0.009005834608105672,0.12483483569983082,0.05026447387503443,0.03576460459420018,0.5336449301751538,0.08482754523468133,0.024538781484351003,0.12759855340966605,0.0947011070535653,0.13973185859007703,0.06630995685074899,0.1088611736366097,0.03489666545892706,0.09394337094642832,0.06425316407725237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,1
5,21184,0.043046848805665346,50,1.4941937311178248,0.8649122595902075,0.8846502082923857,0.8615893197059705,-0.0033229398842369307,0.0197379487021782,0.004631509803529306,0.004532051227760943,0.004706112350165796,0.0008378770029848477,0.004434652782751657,0.8649122595902075,0.8846502082923857,0.8615893197059705,-0.003322939884236975,0.01973794870217822,0.00463150980352932,0.004532051227760937,0.004706112350165821,0.0008378770029848243,0.0044346527827516585,0.8649516167099364,0.8846825584139723,0.8616001888128393,-0.0033514278970970144,0.019730941704035887,0.004654724771534957,0.0045828458494293275,0.0046933380303915105,0.0007954826314067802,0.0044944793462044575,0.09177050982566565,0.011564798417802807,0.15131378640716345,0.0966539963002083,0.0556277819233184,0.012038970396424417,0.11040502005248565,0.05844457133026674,0.11718079433909977,0.03488471933187953,0.03675992268986546,0.5876821103272485,0.1522907527423563,0.08147714222678455,0.06773849615300409,0.011132101436431932,0.09875887195202493,0.040303687916103344,0.11815406391501615,0.0658179023168499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,2
6,21184,0.043046848805665346,50,1.5351680513595165,0.8618095918840798,0.8797679956432283,0.85717996225445,-0.004629629629629606,0.017958403759148634,0.004512269471290748,0.004198704968904125,0.004121746221384819,0.00179594353819189,0.0034258649458000336,0.8618095918840798,0.8797679956432283,0.8571799622544501,-0.004629629629629673,0.017958403759148568,0.004512269471290687,0.004198704968904091,0.004121746221384858,0.0017959435381918532,0.0034258649457999907,0.8631106915270237,0.8811895208874205,0.8581543544961058,-0.00495633703091809,0.01807882936039653,0.004783620886536045,0.0045511336485981315,0.004460640889281087,0.0019576531841706264,0.003438390153688761,0.12115338873992518,0.10182490707103287,0.11461839880238862,0.08685030518301555,0.07876159765303498,0.03717370852248556,0.1014861809479099,0.0351301342085794,0.10758251548953364,0.07571984579577141,0.16691999972365493,0.03876618822901809,0.03476156505509424,0.5232923039553051,0.11923411644128094,0.048869474794176825,0.08375820141113917,0.026783810789679424,0.07172403573603829,0.02558932145093561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,2
7,21184,0.043046848805665346,50,1.523036253776435,0.856283950826788,0.8765975086501481,0.8525986393767964,-0.003685311449991602,0.02031355782336015,0.005067909243126207,0.0056816834012709165,0.00534108322715727,0.0006872125190246265,0.005881074707025697,0.856283950826788,0.8765975086501481,0.8525986393767964,-0.0036853114499916908,0.02031355782336013,0.0050679092431262125,0.0056816834012709165,0.005341083227157264,0.0006872125190246376,0.005881074707025695,0.8567382582015577,0.8772716544725041,0.8530564078357328,-0.003681850365824868,0.020533396270946434,0.005090511102966422,0.005616983632057977,0.005501958835811542,0.0008780304572923369,0.005800427532426002,0.10863208931154018,0.04631385064238394,0.10951926367653712,0.03511406470425148,0.08725538936259757,0.026117281139400844,0.09785169862681367,0.04539243279834045,0.15989509674087427,0.0694636651252213,0.05961846106500364,0.005245486065489164,0.1284094010155165,0.08171000774290098,0.03753515950108117,0.6175439052967281,0.10645984467420133,0.05201504139998105,0.10482359602583453,0.02108426508530278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,2
8,21184,0.043046848805665346,50,1.4497734138972809,0.8550785232841894,0.8763521053657464,0.8513972224360472,-0.0036813008481423994,0.02127358208155685,0.0030974207786996434,0.004830720824304226,0.0035925912758868767,0.0019578557110487014,0.003810220188797169,0.8550785232841897,0.8763521053657465,0.8513972224360472,-0.0036813008481423994,0.021273582081556875,0.003097420778699615,0.004830720824304251,0.003592591275886838,0.0019578557110486025,0.0038102201887971724,0.8576351191881049,0.8779797026197782,0.8540476752419164,-0.0035874439461883512,0.020344583431673335,0.002688511846287128,0.004806853761850747,0.0029159207385377464,0.0014956789726462384,0.00403690946485257,0.09352807761786372,0.011354762752565795,0.15096950425711234,0.10735370469542112,0.06685172248629657,0.00945247698349876,0.10005860020447357,0.08225506934099973,0.13770175618895716,0.05773852269193591,0.09599817849244494,0.02729451432552058,0.09700897894063971,0.022984396079079133,0.110384718875525,0.04829695326946472,0.03741301863370592,0.5926883865461164,0.1100854443029811,0.04058121331539789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,1
9,21184,0.043046848805665346,50,1.517843655589124,0.8624834071117288,0.8799456400247907,0.8565861105645218,-0.005897296547206809,0.017462232913061926,0.004587724123041821,0.0048009092101896685,0.0029238455475914613,0.002113962810186724,0.004998841311924114,0.8624834071117288,0.8799456400247907,0.8565861105645218,-0.005897296547206743,0.01746223291306197,0.004587724123041788,0.0048009092101896685,0.002923845547591475,0.0021139628101867055,0.004998841311924103,0.8630634883172055,0.8805758791597829,0.8573991031390135,-0.005664385178192099,0.017512390842577295,0.004491503854752073,0.004832280912747573,0.0029151565082170456,0.0019405055266551428,0.005045226043290017,0.08618419101491359,0.019524559303459095,0.15485548198410012,0.08147301178572966,0.08320841476155823,0.020832259874600367,0.10271662530106844,0.06412991787975882,0.1005511084927929,0.04180014217406641,0.15506338460917593,0.11384248596134619,0.10340317803385213,0.048574097461675084,0.1084775784201211,0.030536389237504645,0.06842885677701456,0.020824496319343435,0.037111180605402944,0.5584626400025163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,covertype,dirichlet,0.2,0.2,5,0.0,100.0,10,1
