island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,alpha,c_clients,y
0,2036,0.021249060699674374,38,0.45530451866404714,0.8679598953792503,0.9043591979075851,0.8615954664341763,-0.006364428945074119,0.03639930252833481,0.008844577535194258,0.01447304765972625,0.0069890811588586114,0.003490263248126054,0.012114422834314171,0.8679598953792503,0.9043591979075851,0.8615954664341761,-0.006364428945074096,0.03639930252833483,0.008844577535194282,0.01447304765972627,0.006989081158858634,0.0034902632481260774,0.012114422834314175,0.8691176470588236,0.9058823529411765,0.8632352941176471,-0.005882352941176472,0.03676470588235296,0.00843365222259081,0.014591054966801183,0.0068276413123451755,0.0029411764705882548,0.01180548488116892,0.026296683613319428,0.46316295753385733,0.15208461359760614,0.09786662750508615,0.07327860059749777,0.018592253459035073,0.10130274545163029,0.05077857617943138,0.16544476095218813,0.12324635829709729,0.11736805314224501,0.040593906537710146,0.04255267672961111,0.010924675006735643,0.10044607667395296,0.06288632048520824,0.10272378268909006,0.027086148251776198,0.11850200655285911,0.10486217674406251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
1,2036,0.021249060699674374,38,0.3929273084479371,0.8443346774193549,0.8992338709677419,0.8419959677419355,-0.0023387096774193593,0.05489919354838706,0.01253627021963751,0.009556876947115637,0.015495968266559216,0.005269545771988373,0.016173778656361416,0.8443346774193546,0.8992338709677419,0.8419959677419355,-0.0023387096774193815,0.054899193548387085,0.01253627021963753,0.00955687694711565,0.015495968266559216,0.005269545771988296,0.016173778656361486,0.8568627450980394,0.903921568627451,0.8529411764705884,-0.0039215686274509665,0.04705882352941178,0.012555145563593823,0.008405111862491267,0.014037079473800342,0.003668291555660714,0.015532332860543967,0.10019082688498988,0.04603376196378984,0.0460681689360395,0.5620911568832045,0.07537366652849488,0.011388436827803366,0.13903742781184872,0.06906180216873803,0.08694187355002983,0.10619889266332845,0.13839250062533343,0.05567637033164112,0.06711518373406271,0.005734421497690034,0.09648862728488843,0.06892377495374193,0.10542531379938196,0.015223239239742548,0.14496641084493073,0.05966814347032008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
2,2036,0.021249060699674374,38,0.48772102161100195,0.8562765983025173,0.897953884253805,0.8555817364333629,-0.0006948618691543951,0.04167728595128754,0.01577477868304524,0.011981154523943443,0.016852167410997442,0.0019257368317772043,0.015268486103067296,0.8562765983025175,0.897953884253805,0.8555817364333629,-0.0006948618691543729,0.04167728595128754,0.015774778683045245,0.01198115452394351,0.01685216741099742,0.0019257368317771833,0.01526848610306729,0.8558823529411764,0.8980392156862745,0.8553921568627452,-0.0004901960784313708,0.04215686274509807,0.015454787029837679,0.012067189828520751,0.0167672856632226,0.0018341457778303567,0.015298516210124733,0.10591844178274364,0.061397396717709884,0.12252844257153687,0.03438450010294332,0.026019783242183254,0.4506085171811599,0.12299393032841659,0.10084994461753294,0.15496291235278237,0.10423976627080775,0.12369285093937017,0.055551873471233984,0.052777612131945706,0.01171237481408223,0.12757741756606314,0.11702671889306926,0.086922826581503,0.014116471403538866,0.07660578250345526,0.050112436527921925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,1
3,2036,0.021249060699674374,38,0.556483300589391,0.8553800472168813,0.9011317448341325,0.8551853384282133,-0.00019470878866794105,0.045751697617251195,0.007407263649418829,0.008496435697354431,0.009738587730532777,0.00352925625078806,0.01092887797456864,0.8553800472168813,0.9011317448341325,0.8551853384282133,-0.00019470878866796327,0.045751697617251195,0.007407263649418873,0.008496435697354436,0.009738587730532777,0.0035292562507879856,0.010928877974568702,0.8627450980392158,0.9029411764705882,0.8607843137254904,-0.0019607843137254832,0.04019607843137252,0.007594084992563578,0.008143748885213813,0.0097301143339604,0.002858309752375137,0.01102668811686473,0.0921011494327279,0.040650415409036,0.08842903299593391,0.013995635237368945,0.07577204085284198,0.023256180974202022,0.06154606722715803,0.48107187859390804,0.09508387657653206,0.041005156877786345,0.095189737389285,0.05360215554382767,0.1376002544017573,0.07708890259640355,0.15879805593381657,0.11439430728112703,0.06844841629072307,0.009145193294670565,0.12703136889922434,0.14579017419166984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,1
4,2036,0.021249060699674374,38,0.5171905697445972,0.8715230832150505,0.9145042942718984,0.8659706016792166,-0.005552481535833742,0.042981211056847976,0.01483189228443421,0.011344569247214567,0.013847230703405478,0.005791689107408146,0.008574392096122537,0.8715230832150505,0.9145042942718984,0.8659706016792166,-0.005552481535833764,0.042981211056847955,0.014831892284434215,0.011344569247214572,0.013847230703405438,0.0057916891074081414,0.008574392096122567,0.8725490196078433,0.9147058823529411,0.8666666666666668,-0.00588235294117645,0.04215686274509804,0.015108857850414145,0.011433239009500577,0.01400280084028009,0.0059230617517620245,0.008686296640524201,0.04277792450908428,0.02591027182909132,0.10434820772836322,0.036327509978641426,0.06751539453228986,0.013611241994529366,0.09098839003547049,0.03846588984933595,0.08042246136715926,0.5014638109861643,0.13935492689451143,0.07871893147081528,0.08944985084923386,0.02733872382585501,0.14228740692341946,0.12060184102486673,0.12647424687609146,0.038943888474816155,0.11638119028437659,0.11861789056588448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
5,2036,0.021249060699674374,38,0.3069744597249509,0.8000989399293287,0.8854445229681976,0.8065583038869258,0.00645936395759712,0.08534558303886912,0.0123612107223481,0.008750887893904703,0.016012760709433832,0.0062651362495479025,0.015926054701951856,0.8000989399293287,0.8854445229681979,0.8065583038869258,0.006459363957597208,0.08534558303886926,0.012361210722348135,0.008750887893904716,0.016012760709433832,0.006265136249547878,0.015926054701951887,0.8651960784313726,0.9049019607843137,0.8617647058823529,-0.00343137254901964,0.03970588235294117,0.00942910983415261,0.008546860673609134,0.013655282624690316,0.005923061751762054,0.013098420799889581,0.08648504598927685,0.01714828863507623,0.15903635813499828,0.08661170213085294,0.09657013650945198,0.05704759371733594,0.14786464618277764,0.06090759659361054,0.12374415840032686,0.10007612585431369,0.04237399786921503,0.5167206743424966,0.05741784966785032,0.013148368424816686,0.07521037023449072,0.03276893306208251,0.04768381268284782,0.007722445895986034,0.16361362432876467,0.10784827134342881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
6,2036,0.021249060699674374,38,0.6448919449901768,0.8543306673659368,0.9173803592500327,0.8621371443555788,0.007806476989642075,0.06304969188409601,0.011789256482313925,0.007891785818376592,0.010744837169096513,0.007445142704774758,0.013918240902741448,0.8543306673659368,0.9173803592500327,0.8621371443555788,0.007806476989642075,0.06304969188409601,0.011789256482313935,0.007891785818376584,0.010744837169096475,0.007445142704774742,0.013918240902741413,0.8848039215686274,0.925,0.8852941176470587,0.0004901960784313708,0.04019607843137256,0.007750680539628381,0.00703563730118008,0.007964743533956814,0.0052338618882506556,0.011558653061325115,0.09018767785478811,0.042182699259354826,0.11600037951678477,0.024905891386641173,0.03237592751648205,0.0038827037214818477,0.22087126742595503,0.14396298809812832,0.09803130225574182,0.06941976933496322,0.08660250238292806,0.030989865146338107,0.028141170492586493,0.4574698683333667,0.11191124513142887,0.08710603133981498,0.038115483884251754,0.008994731847092477,0.1777630435390531,0.13108545153281836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
7,2036,0.021249060699674374,38,0.5952848722986247,0.8651402918069584,0.9152637485970819,0.8650056116722784,-0.00013468013468009854,0.05012345679012351,0.01647318523015138,0.011267080266192917,0.014919134501660087,0.007266574153811004,0.018693095725535267,0.8651402918069584,0.9152637485970819,0.8650056116722784,-0.00013468013468012074,0.05012345679012349,0.01647318523015142,0.011267080266192908,0.01491913450166012,0.00726657415381099,0.018693095725535343,0.8843137254901962,0.9210784313725491,0.8813725490196077,-0.002941176470588225,0.03676470588235294,0.013006371726883917,0.010212091498039063,0.012459083359940025,0.0056744298543089135,0.015808348526075613,0.0986464394454702,0.026487576975131683,0.13777808584802767,0.08635867433496591,0.04704748064160778,0.006723035118440829,0.16342219899820373,0.07916139251636933,0.13175989533908708,0.1388187717410301,0.13315445352187613,0.04102340000290805,0.11387803773204008,0.019586325011201937,0.03023900283380452,0.4715448164874661,0.03587402426343124,0.004755734192856993,0.10820038137645156,0.1255402736196289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
8,2036,0.021249060699674374,38,0.47593320235756387,0.864037961267945,0.8996772328740728,0.857433278735909,-0.006604682532035855,0.03563927160612772,0.005877718072443151,0.008805052117276882,0.00698954986452265,0.004540540183180321,0.0052322058214247695,0.864037961267945,0.8996772328740728,0.8574332787359091,-0.006604682532035855,0.035639271606127745,0.005877718072443153,0.008805052117276906,0.006989549864522633,0.004540540183180369,0.005232205821424823,0.8632352941176471,0.8995098039215685,0.8568627450980392,-0.006372549019607887,0.03627450980392153,0.005882352941176489,0.008768894029410959,0.007204381596421127,0.004545891419360674,0.004999038738816479,0.07080401912405684,0.0438292874469464,0.09008054381534904,0.014835998140664993,0.04381299402162926,0.008427147398658998,0.1423739881573725,0.08032464364565438,0.14508720503613617,0.1339834222537739,0.1396113837277757,0.12456124739224321,0.07421749613764746,0.022784358852177618,0.1658253981630158,0.10039334050958766,0.029682202611894904,0.44016716347572393,0.09850476920512233,0.030693390884568895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
9,2036,0.021249060699674374,38,0.449901768172888,0.8765722049689441,0.9179541925465837,0.8719526397515528,-0.004619565217391308,0.04138198757763969,0.017634801836774457,0.0062143940636691,0.019153645669248667,0.003002335316182491,0.013763630615810676,0.8765722049689441,0.9179541925465837,0.8719526397515528,-0.004619565217391286,0.04138198757763976,0.017634801836774506,0.006214394063669112,0.019153645669248744,0.003002335316182512,0.01376363061581068,0.8784313725490195,0.9196078431372549,0.8730392156862745,-0.0053921568627451014,0.04117647058823528,0.016154173581651082,0.005882352941176492,0.01763343700843623,0.002858309752375153,0.012913666541489685,0.07707151250705553,0.028984929466663756,0.14234371611618252,0.052929105173603455,0.0541158744879066,0.009087114154295287,0.14534963372568863,0.09994138873233985,0.16257793820778693,0.14367546594865083,0.1349409918719479,0.09640145663402137,0.08318847190578796,0.03587173495819619,0.09397810743389938,0.04285874712919392,0.0734163724448373,0.023852029162899635,0.03301738129890732,0.46639802864013574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,vehicle-loan-default,dirichlet,0.2,0.2,5,0.0,10.0,10,0
