island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,a,c_clients
0,9548,0.09964932787843367,38,0.2174277335567658,0.8374872063504857,0.9353370673328767,0.8623894910746666,0.02490228472418101,0.0978498609823911,0.013090997735999362,0.010704925588915828,0.011166103944048407,0.003993850477570687,0.005572441511776306,0.8374872063504857,0.9353370673328767,0.8623894910746666,0.024902284724181035,0.0978498609823911,0.013090997735999341,0.010704925588915793,0.011166103944048418,0.0039938504775706455,0.005572441511776363,0.9227225130890053,0.9565445026178011,0.9290052356020944,0.0062827225130890115,0.0338219895287958,0.0056350257788790655,0.0033278007501718982,0.005507096876358002,0.002221277846659296,0.0037404337381134424,0.020147665913628664,0.4811146872340104,0.06602765459653309,0.014351606752769083,0.03953922142200115,0.0032075962873487794,0.18837418687796828,0.10555684123869573,0.23236237932885645,0.17758038697637918,0.19029890388920995,0.1091647985006164,0.08027585203253226,0.025645990800373424,0.1012169176692586,0.07307389347395203,0.045980691627916,0.00791005839572763,0.035776526642095505,0.0023941403401273693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
1,9664,0.1008599816314603,38,0.22144039735099338,0.8493251467072375,0.9309150184742447,0.8724112770515726,0.023086130344335133,0.08158987176700719,0.006636146369292838,0.007588306271002608,0.004736391791180881,0.0034497106778998746,0.006516221015808641,0.8493251467072375,0.9309150184742447,0.8724112770515726,0.023086130344335088,0.08158987176700723,0.006636146369292856,0.007588306271002616,0.004736391791180866,0.0034497106778998764,0.006516221015808701,0.9270563890325919,0.9517847904811173,0.9320227625452665,0.004966373512674593,0.02472840144852557,0.004164430790998074,0.0026861365723222525,0.0027878310574873046,0.001687481265421641,0.0020275134963544223,0.025420846026658877,0.0016290058096307437,0.023656611652273278,0.48408794294967616,0.0803586386972607,0.01971063845309231,0.20000746642272715,0.1276794040847879,0.18655646215248897,0.14208762626353863,0.1279194636121586,0.07210986955128725,0.07444751209691582,0.030842562320917605,0.1347894339348823,0.08190955570224007,0.09359673821561383,0.03213640325947131,0.05324682718902052,0.007806991605357994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
2,9580,0.09998330132754446,38,0.20855949895615866,0.8263443271767811,0.9429980211081794,0.8496536939313983,0.02330936675461741,0.11665369393139842,0.004924070066110937,0.006978406121030173,0.006056476285701837,0.0038033162494165653,0.008450815396568718,0.8263443271767811,0.9429980211081794,0.8496536939313983,0.023309366754617433,0.11665369393139839,0.004924070066110999,0.006978406121030126,0.006056476285701875,0.0038033162494166147,0.008450815396568744,0.9226513569937369,0.9636743215031315,0.9295407098121086,0.006889352818371619,0.041022964509394556,0.0036069211989918776,0.002439106773600826,0.0034462576240540804,0.0012083337059279927,0.004628350579832049,0.03683144196328479,0.0033961911483099973,0.0900183157334063,0.030544314277772683,0.016894263084436003,0.36981059900830665,0.2507353490066872,0.22185858752535878,0.18734519635452782,0.1405600462925104,0.11543604262358689,0.09694994504714155,0.09633488296510477,0.0355310247465036,0.08008862113455924,0.05602610161475842,0.08035351857480955,0.028684497128090975,0.04596236855959743,0.016638693211246836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
3,9480,0.09893963429907322,38,0.21033755274261604,0.8268863541619579,0.9365487867966509,0.8486587209506734,0.021772366788715303,0.10966243263469296,0.009850614909430842,0.009220244156414524,0.014648297216089276,0.005663629348672571,0.012742044447086475,0.8268863541619579,0.9365487867966509,0.8486587209506732,0.021772366788715303,0.109662432634693,0.009850614909430807,0.009220244156414505,0.014648297216089207,0.00566362934867251,0.012742044447086466,0.9214135021097046,0.9561181434599156,0.9276371308016877,0.0062236286919831185,0.03470464135021101,0.00597646222540728,0.004250937063208846,0.0070319971782696255,0.001839197866472883,0.0067822984834086325,0.04082875603446608,0.001803829279667177,0.10013239669671363,0.03082668560488121,0.09582027554235065,0.04806178732682073,0.02587497591862658,0.48276028106550334,0.1784107911539857,0.1400617596432222,0.15748808457721045,0.11263810605030244,0.0855890522481691,0.03768958352042948,0.1966680354287552,0.12022945773062081,0.06333270808230018,0.010651124976092217,0.05585492431742243,0.015277384802460265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
4,9652,0.10073474158804376,38,0.21363447990053874,0.8387104543699975,0.937234222422137,0.8636373206749035,0.024926866304906037,0.09852376805213944,0.009344028730228316,0.006429338188615717,0.015180073742580836,0.006874045726483015,0.004346767731508971,0.8387104543699975,0.937234222422137,0.8636373206749035,0.024926866304906103,0.09852376805213944,0.009344028730228356,0.006429338188615709,0.01518007374258086,0.006874045726482984,0.004346767731508987,0.9245986535473849,0.9570170895908856,0.9308130502330398,0.0062143966856551104,0.03241843604350079,0.004592397571702805,0.003019654010795079,0.00564070380287523,0.0026809278312883815,0.0037429955462646735,0.026367640243221736,0.001999381106692732,0.11464790207710969,0.0782078799791076,0.0682758044182621,0.01635475480103624,0.1365807303400695,0.14164955953311648,0.026163232531329902,0.42767170257455617,0.16413105841070916,0.09830300478162791,0.1230224930663804,0.08714803136301885,0.15385231781819295,0.10634016420877808,0.11920079454521697,0.031630874277056534,0.06775802654950747,0.010694647375009275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
5,9557,0.09974325791099607,38,0.21680443653866277,0.8506812822432013,0.9418636469726602,0.8750377864162058,0.02435650417300461,0.09118236472945893,0.007948051186133207,0.0062844864435568195,0.009951740140023074,0.0028859011431738887,0.010729262974652938,0.8506812822432013,0.9418636469726602,0.8750377864162058,0.024356504173004632,0.09118236472945893,0.00794805118613322,0.006284486443556781,0.009951740140023103,0.0028859011431739616,0.010729262974652912,0.9284518828451883,0.9580543933054393,0.935774058577406,0.007322175732217584,0.029602510460251065,0.0025278338856892144,0.00498812511195247,0.0032138685137525513,0.0013638498755654271,0.006272662908186168,0.027832601278227394,0.0036801766301263763,0.12769755291640156,0.06608392199897903,0.08685431862965252,0.028990515292522185,0.14136478668541685,0.14444873407377282,0.1712707447893466,0.13627310290219313,0.019018083731774275,0.4256085582576352,0.1047695212993968,0.023252811537128312,0.16947268436280372,0.14194152052305797,0.10735319028418704,0.025601685637610595,0.044366516022793075,0.004118973146974214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
6,9519,0.09934666444017701,38,0.20916062611618869,0.8283849526517046,0.9322078520090493,0.8457343156686488,0.017349363016943942,0.10382289935734453,0.009560875878352105,0.009481539189417822,0.004340317651527898,0.011632162325189915,0.0033698472013549636,0.8283849526517046,0.9322078520090493,0.8457343156686488,0.017349363016943942,0.1038228993573445,0.009560875878352105,0.009481539189417828,0.004340317651527898,0.011632162325189915,0.003369847201354985,0.922689075630252,0.9591386554621849,0.926155462184874,0.0034663865546218807,0.036449579831932796,0.0032444212629161016,0.0040053941102809985,0.0018672677347301592,0.004657520856595688,0.0035403990643598257,0.044639619602142244,0.001724700015022019,0.09647540104688537,0.03271428675320235,0.046557853375729215,0.03140727549384745,0.21262250372869848,0.12214815035636602,0.1850770092302257,0.16310833322462803,0.12277928009098878,0.059573389421197775,0.019036352246876984,0.43435906478801567,0.19316758441547294,0.12784883044978862,0.0386588064364375,0.014464762505190543,0.040985589826542844,0.012651206992741424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
7,9557,0.09974325791099607,38,0.2012137700115099,0.8270453057093528,0.9312525195825785,0.8497493600047628,0.022704054295409892,0.1042072138732256,0.01534032870720646,0.010402588823011354,0.023058478096390347,0.00918977668534609,0.015117756247195451,0.8270453057093528,0.9312525195825785,0.8497493600047628,0.022704054295409913,0.10420721387322565,0.015340328707206462,0.01040258882301137,0.02305847809639034,0.009189776685346068,0.01511775624719541,0.9257322175732217,0.9565899581589958,0.9315899581589958,0.005857740585774085,0.030857740585774063,0.00533370242007613,0.004838926153230275,0.008988515087422932,0.004809440975971805,0.004350760322821171,0.022291618633802402,0.0019687962532959104,0.0914601136165539,0.060291808881102096,0.07646663892035903,0.02067314212191206,0.13988022087769145,0.121185488537298,0.20154057625139793,0.12975670134503153,0.18782363094644677,0.16736027846725465,0.09267466647522062,0.03761539026007383,0.03642315523442599,0.42951075032745745,0.09411681696698217,0.02819768666963232,0.05732256207711991,0.003439957136942224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
8,9645,0.10066168489605076,38,0.21233799896319336,0.8326386101254035,0.9365506832158512,0.8522079673726296,0.019569357247226127,0.10391207309044773,0.015415535808654249,0.008544379015508082,0.01941600452765422,0.008211380115694016,0.011418777109717745,0.8326386101254034,0.9365506832158512,0.8522079673726296,0.019569357247226193,0.10391207309044784,0.015415535808654294,0.008544379015508103,0.019416004527654216,0.008211380115694009,0.011418777109717813,0.9215137376879212,0.9572835666148263,0.9259720062208399,0.0044582685329186186,0.0357698289269051,0.007247270966221353,0.0059161607538360216,0.008335822184444513,0.003775457015247951,0.0061861830545054475,0.03159252913925452,0.0017417470085452267,0.1085610755512775,0.04162249327152256,0.09016308797391201,0.05435912986939965,0.20964696469050184,0.12367642290212988,0.17793620528820236,0.15845745424847943,0.1268888045819995,0.067006678863093,0.10488275085762302,0.04308886635460921,0.08523508161401905,0.0283296861177109,0.020076810063285676,0.47651016404337143,0.045016690239924585,0.005207357321138748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
9,9609,0.10028596476580112,38,0.21427828077843689,0.8277113740114448,0.9386079855976339,0.8552253584517457,0.02751398444030091,0.11089661158618917,0.005741836152019991,0.005862933382866892,0.008513937918138141,0.006080004255100425,0.010157641229732138,0.8277113740114448,0.9386079855976339,0.8552253584517457,0.02751398444030091,0.1108966115861892,0.00574183615201993,0.005862933382866902,0.008513937918138205,0.006080004255100453,0.010157641229732062,0.9192507804370447,0.9573361082206036,0.9272632674297606,0.008012486992715905,0.038085327783558796,0.002471247052453252,0.003121748178980255,0.003247551828163822,0.0016649323621228105,0.004829469879655516,0.0325076551060295,0.0018214474474099233,0.13986620905251484,0.06525673504479398,0.05961848698981161,0.014948497792987825,0.19150286081464815,0.16477383877710303,0.16521910581441568,0.1699884171206132,0.14755088185851464,0.09998347939036702,0.10031497698557437,0.040718162456900665,0.07634506296207433,0.051832909767589495,0.06715515881574971,0.006577211145940445,0.019919601600667147,0.38409930105629453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,vehicle-loan-default,power,0.2,0.2,5,0.0,1.0,10
