island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,prop_cols,c_clients,target_col,natural_col
0,95816,1.0,14,0.21253235367788262,0.7977094716148987,0.9431540576253307,0.8030576300975165,0.005348158482617715,0.14544458601043192,0.004976851191572235,0.002595894271438403,0.006047595895468294,0.0019928688416412854,0.002821417887544078,0.7977094716148987,0.9431540576253307,0.8030576300975165,0.005348158482617693,0.14544458601043184,0.004976851191572254,0.0025958942714384005,0.00604759589546825,0.0019928688416412477,0.0028214178875441043,0.8842204132748904,0.9623043206011271,0.8849926946357755,0.0007722813608849854,0.07808390732623671,0.0019408029548918222,0.0014534494141977667,0.0019713160431004298,0.00041007895438088327,0.001072243751955017,0.16934349522468156,0.5901912801906417,0.04618437396563245,0.008033572820516345,0.1404887862073616,0.0988391158592308,0.26949665232341247,0.16995904696481584,0.08045882924441158,0.037107239389108766,0.028764480397220727,0.0011178549351850769,0.10174436975945596,0.02500730823099544,0.04728685328112302,0.01635826345165799,0.040847830430075706,0.008768607557110914,0.07538432916662491,0.04461771060073696,1.0,0.7333333333333333,0.625,0.625,0.5294117647058824,0.5294117647058824,0.7333333333333333,0.5294117647058824,0.5294117647058824,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
1,95816,1.0,14,0.21253235367788262,0.8807428192038925,0.9532106643706632,0.8745134253293338,-0.006229393874558476,0.07246784516677071,0.002073929171022759,0.0027407865025628813,0.0037182932734290013,0.004878867835892175,0.0034141309520420936,0.8807428192038925,0.953210664370663,0.8745134253293341,-0.00622939387455852,0.0724678451667707,0.002073929171022774,0.002740786502562823,0.003718293273429,0.00487886783589222,0.0034141309520421682,0.9145168023377165,0.9647046545606346,0.9128365685660613,-0.0016802337716551818,0.050187852222917974,0.0008468153944938912,0.0016136052234028662,0.0009407673629502852,0.0014775290572243496,0.0017285756886700001,0.1198129563866414,0.09860593040387292,0.23249202108845313,0.5608395209944999,0.0800972233118632,0.05224904739497095,0.2518037246747547,0.1599237589059314,0.06253517029978042,0.025108371689223714,0.01758348981132373,0.0005751712182545971,0.024476009288584642,0.0022031156024036663,0.016431556800330795,0.00043262082984990666,0.06055893934681063,0.012893723330021218,0.1342089089914574,0.08716873963097167,0.7333333333333333,1.0,0.5294117647058824,0.7333333333333333,0.5294117647058824,0.5294117647058824,0.625,0.625,0.625,0.625,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
2,95816,1.0,14,0.21253235367788262,0.873113609175129,0.9240544412754292,0.8791530448969679,0.006039435721838959,0.05094083210030036,0.0034046104706288616,0.0029099259040247403,0.0034832711016669466,0.0016426916666953206,0.002792486055123979,0.873113609175129,0.9240544412754292,0.8791530448969679,0.006039435721838959,0.050940832100300336,0.003404610470628929,0.0029099259040247364,0.0034832711016669206,0.0016426916666952454,0.0027924860551240462,0.9345439365476935,0.9554581506992277,0.9351909830933,0.0006470465456063224,0.020914214151534095,0.001095854328916593,0.0010376577559365959,0.001153664254263041,0.0006429940221561157,0.001065518598881264,0.08191287022240556,0.05150026617474044,0.05976480733489551,0.02984300127054414,0.4202751308508483,0.6981837267270601,0.15443220716310616,0.11652282124987823,0.024524509083775868,0.0007569396431491895,0.07442636290841707,0.027961327682551745,0.03459783765900077,0.0016729552231457162,0.05975625221759186,0.03429386207986048,0.02944312183946683,0.0064758164186127145,0.060866900720492,0.03278928353045729,0.625,0.5294117647058824,1.0,0.625,0.4444444444444444,0.625,0.625,0.625,0.625,0.4444444444444444,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
3,95816,1.0,14,0.21253235367788262,0.8407838359390464,0.9425361856216163,0.8372955083216164,-0.003488327617430098,0.10175234968256992,0.005460470524613459,0.0021446470683647058,0.00697107440900098,0.002510157729673602,0.005628174834261404,0.8407838359390464,0.9425361856216163,0.8372955083216163,-0.0034883276174301424,0.10175234968256983,0.005460470524613415,0.002144647068364704,0.00697107440900103,0.0025101577296737093,0.005628174834261413,0.8967543310373618,0.9566165727405552,0.8952410770194114,-0.0015132540179503494,0.05986224170319345,0.0028298557839393406,0.0011473214904873126,0.0025130747641797743,0.00041219823957695844,0.0026850547538097656,0.14730912032165905,0.10926115891738457,0.3032957991273911,0.20022073686916697,0.10860151216451049,0.06686797638070237,0.15463696480688033,0.5213300277100625,0.019975026211321734,0.0004682150961308253,0.01921955921747396,0.0008441181317696436,0.08281362273520063,0.02496966471644486,0.03579520612222153,0.00857922487746641,0.022763403392383006,0.0007879680555310012,0.10558978590095816,0.06667090924534069,0.625,0.7333333333333333,0.625,1.0,0.4444444444444444,0.5294117647058824,0.625,0.625,0.5294117647058824,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
4,95816,1.0,33,0.21253235367788262,0.5154940004450942,0.598075877933954,0.519939181308166,0.004445180863071751,0.08258187748885985,0.0017465844983257904,0.0032462175423987583,0.0010868446202144304,0.0011825327346448942,0.004452401766741539,0.5154940004450942,0.598075877933954,0.519939181308166,0.004445180863071774,0.0825818774888599,0.0017465844983257939,0.003246217542398763,0.0010868446202144304,0.001182532734644929,0.004452401766741515,0.746399499060739,0.8042162387810479,0.7378730953871843,-0.008526403673554594,0.057816739720308895,0.0020556998125226553,0.0010118304857892712,0.0018450601653608384,0.001165218563096172,0.002114464578308779,0.08965697016157195,0.0033177961770469435,0.061723046417500094,0.0019761240732593865,0.08589172730652994,0.0025071889685550864,0.08546467798388538,0.002637636400463019,0.1043534116274564,0.9115215651922088,0.09707385484114449,0.006846222549554218,0.09113526837788735,0.004510972187473328,0.09205537973272357,0.007178365898137637,0.21071188789137402,0.055809766495977506,0.08193377565992681,0.0036943620573240666,0.5294117647058824,0.5294117647058824,0.4444444444444444,0.4444444444444444,1.0,0.625,0.5294117647058824,0.5294117647058824,0.625,0.4444444444444444,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
5,95816,1.0,33,0.21253235367788262,0.513968702808494,0.9186088397383235,0.5247760622954842,0.010807359486990142,0.40464013692982925,0.002192449718072306,0.0022983806613880637,0.00380796669774217,0.0017035249447871546,0.004159266534669569,0.5139687028084942,0.9186088397383234,0.5247760622954842,0.010807359486990187,0.40464013692982925,0.002192449718072275,0.0022983806613880516,0.0038079666977421833,0.0017035249447872138,0.004159266534669539,0.7725109580463368,0.9545606345230639,0.7651116677102902,-0.007399290336046716,0.1820496764767272,0.0020627343763269038,0.0010386019874451683,0.0037270071796316998,0.002043850687411718,0.002626408603331529,0.031987467881823356,0.0015684292122593378,0.020671735207023374,0.0007154272290167754,0.03577809673106684,0.0045883177154308254,0.035471718443911705,0.0031647798015593245,0.2826148341598885,0.11971583170640776,0.04244363798152506,0.654279875395755,0.2092516981556538,0.09143542040811732,0.2335947716335244,0.09567985027717321,0.07426665481885877,0.025361846060674625,0.03391938498672424,0.0034902221936058283,0.5294117647058824,0.5294117647058824,0.625,0.5294117647058824,0.625,1.0,0.625,0.7333333333333333,0.5294117647058824,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
6,95816,1.0,14,0.21253235367788262,0.5129106743420874,0.8466234413264008,0.5202124608051363,0.007301786463048976,0.3337127669843135,0.0011623338795643489,0.0023435396779330916,0.002108223822479141,0.002536122577578023,0.002815815559567942,0.5129106743420874,0.8466234413264008,0.5202124608051364,0.0073017864630489536,0.3337127669843135,0.001162333879564385,0.002343539677933064,0.0021082238224790833,0.0025361225775779716,0.0028158155595679004,0.7745147150907953,0.9199540805677312,0.7650386140680443,-0.009476101022750982,0.14543936547693592,0.001242043460389237,0.0012575554440736403,0.002313551037765662,0.0020619422051788615,0.0012533913417660256,0.0797888788169284,0.009178061338279133,0.04914651322370035,0.007595605847564327,0.05657239881773277,0.0023171850834029033,0.06652382931612483,0.005700427293811854,0.12411368881782137,0.04842862363053432,0.2667090775012102,0.13362291898563977,0.05528882510873664,0.6980814751412229,0.13160742969460787,0.053942193578189156,0.12716547262890115,0.040080732619032194,0.04308388607423646,0.0010527764823235859,0.7333333333333333,0.625,0.625,0.625,0.5294117647058824,0.625,1.0,0.7333333333333333,0.625,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
7,95816,1.0,14,0.21253235367788262,0.512923418046729,0.9789036958419194,0.5268226186131331,0.013899200566404212,0.4659802777951903,0.0013556471277729578,0.0007431137818166388,0.0039001274826439836,0.002973925592867111,0.0012708229923320343,0.5129234180467289,0.9789036958419194,0.5268226186131331,0.013899200566404191,0.46598027779519036,0.0013556471277729476,0.0007431137818166616,0.0039001274826439996,0.0029739255928671444,0.0012708229923320826,0.7738572323105823,0.9868190356919223,0.771383844708829,-0.0024733876017533074,0.21296180338134,0.001857063362098515,0.00039958651052130763,0.004117673200169298,0.0031107332651683158,0.0018272055681170494,0.01085513311515784,0.0007198805628300279,0.007074115920630134,0.0004579025013031434,0.01627461681095386,0.003161620231192777,0.01640808085603039,0.002824124685483625,0.058542732296007316,0.02504222419437991,0.5718646337533525,0.2651794283346425,0.15804377771919434,0.10013572484344649,0.0291785039182433,0.5398145617109419,0.1218995726196527,0.06155471411812585,0.009858832990777847,0.0011098188176538108,0.5294117647058824,0.625,0.625,0.625,0.5294117647058824,0.7333333333333333,0.7333333333333333,1.0,0.625,0.625,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
8,95816,1.0,14,0.21253235367788262,0.5165850798957721,0.5547283105783178,0.5199754617388448,0.0033903818430728984,0.0381432306825457,0.0008113411010805279,0.002542907688848326,0.00040668830681922703,0.0009095216010780982,0.0025298421817813634,0.5165850798957721,0.5547283105783178,0.5199754617388448,0.0033903818430728984,0.0381432306825457,0.0008113411010805119,0.002542907688848332,0.0004066883068192312,0.0009095216010780597,0.0025298421817813803,0.7395637653934461,0.7760070966395325,0.7314652473387602,-0.008098518054685888,0.03644333124608643,0.001146561800623873,0.0012664447020807566,0.0010349251368247238,0.0008364627388651257,0.0014702132316011807,0.089468102666281,0.007714424784386652,0.068091163250448,0.010745114201709441,0.08614731351160815,0.007640024008685455,0.09092377677709754,0.01304254621513625,0.12341194796858028,0.022237583791340332,0.10563799275937877,0.011930737272237216,0.10771593839062525,0.011494653814538,0.12254690997405052,0.021565069451662828,0.13842324496367733,0.8870593459351371,0.06763360973825333,0.006570500525166627,0.5294117647058824,0.625,0.625,0.5294117647058824,0.625,0.5294117647058824,0.625,0.625,1.0,0.4444444444444444,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
9,95816,1.0,32,0.21253235367788262,0.8569342437367815,0.9182729447733916,0.8592969213711796,0.002362677634398169,0.06133870103661001,0.003152841415892641,0.002793745693661862,0.003731468075753067,0.0012734388616028082,0.0033026840744362768,0.8569342437367815,0.9182729447733916,0.8592969213711796,0.0023626776343981027,0.06133870103660999,0.0031528414158926376,0.0027937456936618817,0.00373146807575306,0.0012734388616027898,0.003302684074436232,0.9075662700897518,0.9325193070340223,0.9077019411396368,0.00013567104988521095,0.024953036944270514,0.0017595503926520829,0.0012753574016420165,0.001859700696401798,0.0006170630556916743,0.0012332432683550482,0.050322549442870824,0.016622433926326275,0.10693267404650372,0.05991962275709138,0.1623860838502918,0.11984530214820396,0.06955107752818487,0.02225191168366312,0.03332337877858179,0.002806255881725685,0.04008458635598272,0.006883769605670368,0.02979133467633131,0.0009517363134958536,0.03276633494499969,0.002278744344454596,0.035014878781453616,0.006723393784736961,0.4398271015947996,0.7617168295546317,0.5294117647058824,0.625,0.4444444444444444,0.5294117647058824,0.4444444444444444,0.5294117647058824,0.5294117647058824,0.625,0.4444444444444444,1.0,1,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.75,10,loan.default,branch.id
