island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,prop_cols,c_clients,target_col,natural_col
0,50000,1.0,25,1.5672,0.6319982193555789,0.6324194277952598,0.6299712046593963,-0.002027014696182494,0.0004212084396809868,0.003585083208794689,0.0035206475661243458,0.00294725472427691,0.0010646126058803473,0.0011367209489110766,0.6319982193555786,0.6324194277952598,0.6299712046593964,-0.0020270146961824053,0.0004212084396810312,0.003585083208794707,0.003520647566124368,0.0029472547242768705,0.0010646126058803753,0.0011367209489110749,0.645,0.65126,0.6418,-0.0031999999999999806,0.006259999999999999,0.0030951575081084436,0.0023078994778802523,0.00286914621446868,0.0009486832980505661,0.00127530388535439,0.20973481396002125,0.9413757578585414,0.07550181092039718,0.009173921498815046,0.061665125039172264,0.004434047069980956,0.11561064279586057,0.020629334322634155,0.08341431181874905,0.004399421314122679,0.09633115134659488,0.0037700153958271946,0.07295120343848727,0.0020444266651568534,0.0791013905167943,0.0023634013755875986,0.11802721481324581,0.009116782949608842,0.08766233535067744,0.002692891549725081,1.0,0.35135135135135137,0.47058823529411764,0.3157894736842105,0.35135135135135137,0.42857142857142855,0.35135135135135137,0.25,0.3888888888888889,0.3157894736842105,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
1,50000,1.0,25,1.5672,0.7855293636868466,0.776899593032805,0.7845698883382128,-0.0009594753486335872,-0.008629770654041514,0.004290733985222146,0.0029325263045963876,0.004518842104150155,0.0010610878766811047,0.003062535562127384,0.7855293636868466,0.776899593032805,0.7845698883382128,-0.0009594753486335206,-0.008629770654041403,0.004290733985222142,0.0029325263045963603,0.004518842104150158,0.0010610878766810314,0.003062535562127382,0.7908200000000001,0.78208,0.7899799999999999,-0.0008400000000000185,-0.008739999999999993,0.0045021772510641985,0.002682088738278443,0.004446751623376327,0.0008014985963805555,0.0031803144498618484,0.058448733594370327,0.001300165109110205,0.30762969305448995,0.842521358941557,0.10172983356816366,0.02695115622261769,0.056324980329466125,0.003217278690568237,0.0670829418441364,0.004344756755763128,0.05962495680482184,0.008466804567301811,0.12197711663459676,0.05489047240807021,0.0988402094790445,0.043847578613276046,0.0559179860495646,0.00165360975592121,0.07242354864134569,0.012806818935814368,0.35135135135135137,1.0,0.3888888888888889,0.19047619047619047,0.28205128205128205,0.25,0.42857142857142855,0.28205128205128205,0.3157894736842105,0.3157894736842105,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
2,50000,1.0,25,1.5672,0.8098644898310343,0.8027838537525191,0.8101603296929627,0.0002958398619284042,-0.007080636078515124,0.0015008922308165373,0.002969934428381462,0.0013282570366306673,0.000994619067034736,0.0034190617372891253,0.8098644898310343,0.8027838537525191,0.8101603296929627,0.00029583986192835974,-0.007080636078515235,0.0015008922308165013,0.0029699344283814137,0.0013282570366306673,0.0009946190670347198,0.00341906173728908,0.81578,0.80976,0.8154199999999999,-0.00035999999999998257,-0.006020000000000003,0.0016265300489078079,0.002891781457856059,0.0016951696080333783,0.0010384603988597841,0.0031018704034824233,0.056424278728408044,0.002981222137753236,0.10845701631480269,0.03583946368392848,0.3195095482153211,0.8110125001479136,0.053436185879430845,0.002697513237270938,0.0684169837019803,0.010562365211394064,0.05931224631550058,0.005249864176212503,0.12015772755311611,0.06373500288824815,0.10867214230214299,0.05434737931924509,0.04982295593665439,0.0014052374923712724,0.05579091505264272,0.01216945170566272,0.47058823529411764,0.3888888888888889,1.0,0.21951219512195122,0.35135135135135137,0.25,0.42857142857142855,0.35135135135135137,0.3888888888888889,0.3157894736842105,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
3,50000,1.0,25,1.5672,0.8380156503784196,0.9912540507705263,0.8470957637348169,0.009080113356397402,0.1532384003921067,0.001653027629984468,0.0005311868564058254,0.0042685553004771755,0.004159503116646719,0.0018081308824868688,0.8380156503784196,0.9912540507705263,0.8470957637348169,0.00908011335639738,0.1532384003921067,0.001653027629984441,0.0005311868564058522,0.004268555300477183,0.0041595031166467384,0.0018081308824868694,0.84292,0.99124,0.8513200000000001,0.008400000000000029,0.14832000000000004,0.0012639620247460123,0.0005199999999999948,0.0035846338725175004,0.003634281221919902,0.0012796874618437328,0.17659600947692974,0.12179500871860001,0.009041180768873638,0.004962018590328268,0.0042285308375851005,0.00037892273234370956,0.07515592024337624,0.38176458025261895,0.013159395866261508,0.007278819086826758,0.5218284429405757,0.3609169304158733,0.004769475573393169,0.0005517094988939664,0.04260119580781659,0.03564483157119288,0.04981095707008111,0.03186424082196833,0.1028088914151071,0.054842938311353874,0.3157894736842105,0.19047619047619047,0.21951219512195122,1.0,0.3888888888888889,0.42857142857142855,0.3157894736842105,0.3157894736842105,0.35135135135135137,0.3888888888888889,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
4,50000,1.0,25,1.5672,0.8936830465965707,0.9488257653772854,0.8953892259280598,0.0017061793314891772,0.05514271878071482,0.0012167172037144357,0.0013095843773422984,0.0015476589259317889,0.0012084458818039073,0.0018281210564808485,0.8936830465965707,0.9488257653772854,0.8953892259280598,0.0017061793314892438,0.05514271878071479,0.001216717203714397,0.0013095843773422513,0.0015476589259318242,0.0012084458818038863,0.001828121056480794,0.89802,0.9503199999999999,0.89944,0.0014199999999999768,0.05229999999999999,0.001057166022912213,0.0008818163074019588,0.0014880860190190533,0.001307516730294492,0.0014791889669680755,0.018938242939379454,0.0011342722274356423,0.03241498420503533,0.00895032334586127,0.30208745449207736,0.2037034176691818,0.06157306550502151,0.04268931216202509,0.2025863316090662,0.5013218468952414,0.12755730904824547,0.08265825271746749,0.038047180966023844,0.01099405010128347,0.16515551128534575,0.13849678697699952,0.016668499592394734,0.0008291235163792054,0.03497142035741034,0.009222614388125178,0.35135135135135137,0.28205128205128205,0.35135135135135137,0.3888888888888889,1.0,0.3888888888888889,0.13636363636363635,0.3888888888888889,0.19047619047619047,0.28205128205128205,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
5,50000,1.0,25,1.5672,0.8347892100247934,0.8354460018927494,0.8354256665684663,0.0006364565436727032,0.000656791867955886,0.0024273817693739735,0.0022500599138244705,0.002137249060456442,0.001342874690582033,0.0023354030308053936,0.8347892100247936,0.8354460018927494,0.8354256665684663,0.000636456543672681,0.0006567918679559303,0.0024273817693739857,0.002250059913824443,0.0021372490604564553,0.001342874690582062,0.0023354030308054712,0.83826,0.83862,0.8391,0.0008400000000000185,0.00036000000000000474,0.0019540726700918547,0.002285082055419445,0.0017977764043395443,0.0006740919818541168,0.002783235527223654,0.0518944095350296,0.0014913986538253243,0.06454191374587848,0.017714090759157357,0.054407702750155065,0.0033756057364426203,0.13733379410500454,0.09288597917098354,0.06934564716929464,0.023785266816777156,0.3232287979730512,0.7616322653857805,0.04938158665431278,0.008092856504791583,0.10639622701297827,0.054645699209012244,0.0706629505108418,0.012855965376298423,0.07280697054345353,0.02352087238693118,0.42857142857142855,0.25,0.25,0.42857142857142855,0.3888888888888889,1.0,0.25,0.3888888888888889,0.35135135135135137,0.35135135135135137,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
6,50000,1.0,25,1.5672,0.813047554677255,0.9798267717151281,0.8207785626575662,0.007731007980311189,0.1667792170378732,0.003992276165554596,0.0012102547126334171,0.006115835417667846,0.003022387831621292,0.004252801795206281,0.8130475546772548,0.9798267717151281,0.8207785626575662,0.0077310079803112105,0.16677921703787327,0.003992276165554604,0.0012102547126334256,0.00611583541766785,0.0030223878316213582,0.004252801795206231,0.8185399999999999,0.9799599999999999,0.8255399999999999,0.007000000000000006,0.16141999999999998,0.003763296427335995,0.001146472851837313,0.005467942940448439,0.0026884940022250683,0.004194472553253819,0.007810069604474584,0.0004085044207257257,0.5391745660112433,0.3156534379974243,0.27640997328510614,0.16336130659074471,0.01643174464675238,0.009036967755163609,0.014668881835810822,0.006402471465829516,0.009684104396294139,0.0014942072587896759,0.06817652324410624,0.46194647891068874,0.04974750332979891,0.03855302797669345,0.007567255921950676,0.0003911823193481319,0.010329377724462862,0.002752415304592208,0.35135135135135137,0.42857142857142855,0.42857142857142855,0.3157894736842105,0.13636363636363635,0.25,1.0,0.35135135135135137,0.3888888888888889,0.3157894736842105,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
7,50000,1.0,25,1.5672,0.8893458543312937,0.9789803138418381,0.89268332425196,0.0033374699206661917,0.08963445951054443,0.002409980972190826,0.0015977190111251933,0.002676601973784353,0.0019612860119079703,0.0026452324841715995,0.8893458543312939,0.9789803138418381,0.89268332425196,0.0033374699206661696,0.08963445951054436,0.002409980972190908,0.0015977190111252134,0.0026766019737843325,0.0019612860119079803,0.0026452324841716437,0.8932800000000001,0.9793600000000001,0.89624,0.0029600000000000294,0.08608000000000002,0.0021830254235807715,0.0016451139778142709,0.002503277851138382,0.0019407215153133097,0.0024620316813558597,0.006765733948859536,0.00022554880025991785,0.02498970008417451,0.008989589270150821,0.20109030368716926,0.14864776251321837,0.036222719844724874,0.025457085780899107,0.12758043876352954,0.0697862853515553,0.41916366239591785,0.22733814370803324,0.01947828325036721,0.010266793129661389,0.10624809497001242,0.4741387504670994,0.009847568273328942,0.0009324907548547148,0.04861349478191607,0.03421755022426774,0.25,0.28205128205128205,0.35135135135135137,0.3157894736842105,0.3888888888888889,0.3888888888888889,0.35135135135135137,1.0,0.3888888888888889,0.42857142857142855,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
8,50000,1.0,25,1.5672,0.744946411206328,0.9102129277913491,0.7517894107709434,0.006842999564615493,0.16526651658502117,0.0015139071070291476,0.0018082891615914959,0.002375623880284502,0.001269488215695551,0.002006473067175614,0.744946411206328,0.9102129277913491,0.7517894107709434,0.0068429995646154705,0.16526651658502117,0.0015139071070291322,0.0018082891615914959,0.002375623880284443,0.0012694882156954745,0.0020064730671756114,0.75272,0.91266,0.75834,0.005620000000000003,0.15994000000000003,0.0017116074316267892,0.001585685971433188,0.0025302964253225485,0.0009260669522231961,0.0020224737328331686,0.5589172889160916,0.21016421094109772,0.033321457733792484,0.00696762560861017,0.025706339251010107,0.001053472677349654,0.03726481249778056,0.008173637654333096,0.030105863971498538,0.0008798381969442673,0.05171142504094369,0.02057568706773066,0.028099707995739225,0.0008397120978466439,0.02918901492625835,0.0010195586029263205,0.16504054226597809,0.746551448427742,0.04064354740090746,0.0037748087254195046,0.3888888888888889,0.3157894736842105,0.3888888888888889,0.35135135135135137,0.19047619047619047,0.35135135135135137,0.3888888888888889,0.3888888888888889,1.0,0.3888888888888889,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
9,50000,1.0,25,1.5672,0.8649363608633648,0.8721301121832056,0.865656700619706,0.0007203397563411151,0.007193751319840791,0.0008798835833468674,0.0017942820807648639,0.0010995288916428555,0.0006746956472004688,0.0023162683217368488,0.8649363608633648,0.8721301121832056,0.865656700619706,0.0007203397563410929,0.007193751319840768,0.0008798835833468674,0.0017942820807648413,0.001099528891642882,0.0006746956472004009,0.002316268321736815,0.86972,0.8757999999999999,0.8706800000000001,0.0009600000000000053,0.0060800000000000185,0.0007194442299442001,0.0017538529014715196,0.0012639620247459694,0.000823650411278934,0.0017508854902591599,0.04028060726217339,0.0010618346016525596,0.05389323180437427,0.011749558288444345,0.060593735921983395,0.018716784655235484,0.12095442458456662,0.08189238001145988,0.06011105124641197,0.018212886791647086,0.09531185495256422,0.051455112839289455,0.04061108699172018,0.0035417362079377193,0.15788669385034676,0.10461652075682679,0.043599842344516804,0.002250592477781443,0.32675747104134234,0.7065025933697252,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3888888888888889,0.28205128205128205,0.35135135135135137,0.3157894736842105,0.42857142857142855,0.3888888888888889,1.0,1,covertype,vertical,0.2,0.2,5,8.0,0.5,10,Cover.Type,Wilderness.Area
