island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,prop_cols,c_clients,target_col,natural_col
0,50000,1.0,37,1.5672,0.9035728578169768,0.9288804295967609,0.9031334974932802,-0.00043936032369664704,0.02530757177978409,0.002134819874230469,0.0014703477654790752,0.0023889194996336792,0.0007446780487238152,0.001370538047693415,0.9035728578169768,0.928880429596761,0.9031334974932802,-0.0004393603236966248,0.02530757177978411,0.0021348198742303986,0.0014703477654791177,0.0023889194996336805,0.0007446780487238811,0.0013705380476933292,0.9075000000000001,0.9306999999999999,0.9066599999999999,-0.0008400000000000185,0.0232,0.0021651789764358855,0.0012569805089976615,0.0024703036250631255,0.0007631513611335249,0.00144499134945507,0.27790078817995256,0.5542904640895743,0.02549147575548717,0.001022954952288273,0.02923184022927523,0.0014269330637851265,0.22895604274004397,0.1943642453974789,0.04640726802473491,0.013475451214545409,0.056908963341682973,0.031133381280633643,0.028453440758846735,0.004129121288294382,0.10795368549579847,0.07772668150682026,0.07482973360544129,0.022312491465793942,0.12386676186873682,0.10011827574078568,1.0,0.574468085106383,0.574468085106383,0.6818181818181818,0.574468085106383,0.574468085106383,0.5416666666666666,0.6086956521739131,0.6444444444444445,0.6444444444444445,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
1,50000,1.0,37,1.5672,0.7603302469699064,0.8486064762793657,0.7589017230276691,-0.001428523942237292,0.08827622930945933,0.006241889615303921,0.003555006229634289,0.006131521600679548,0.0018253998232862733,0.005832897010167308,0.7603302469699064,0.8486064762793657,0.758901723027669,-0.001428523942237292,0.0882762293094593,0.00624188961530393,0.0035550062296342737,0.006131521600679557,0.0018253998232862733,0.0058328970101673315,0.77178,0.85422,0.76988,-0.0018999999999999907,0.08244,0.006089794742025391,0.0029949290475736064,0.006324998023715095,0.0014872793954062331,0.005665544987024654,0.050894485858886576,0.001285536956562989,0.12490588255100199,0.731652632020653,0.19353858525315834,0.0872253948456298,0.04727816392112581,0.0024407125554986955,0.08570704915953367,0.021529579083902392,0.05194121494945938,0.002333375475409689,0.15190673066461113,0.05536503846394086,0.06410331088747574,0.008808706130535868,0.1821014075625921,0.08848323922333448,0.04762316919215531,0.0008757852445320741,0.574468085106383,1.0,0.6086956521739131,0.5416666666666666,0.6086956521739131,0.5416666666666666,0.574468085106383,0.6086956521739131,0.6086956521739131,0.5416666666666666,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
2,50000,1.0,37,1.5672,0.8465318169612248,0.9062115616746921,0.8453699986182409,-0.0011618183429839002,0.059679744713467466,0.004327422984529696,0.003750027930690581,0.005584435997545228,0.002597381317358979,0.003357217140116942,0.8465318169612248,0.9062115616746921,0.8453699986182407,-0.0011618183429839223,0.059679744713467445,0.004327422984529738,0.003750027930690581,0.005584435997545288,0.002597381317358985,0.0033572171401169697,0.8525,0.90786,0.8501200000000001,-0.0023800000000000266,0.055359999999999986,0.004422216638745773,0.003539830504416828,0.005626153215119563,0.0023103246525109735,0.002972944668169938,0.03275929016817774,0.000994784418639956,0.14404648777615667,0.0872470476811614,0.2083484062225275,0.6138981714230919,0.032536899272153495,0.0024763648940084627,0.038013315736201266,0.0022656762209037618,0.041154125417859705,0.007364001396243998,0.23489022822113004,0.1389640708674552,0.047525258545735895,0.010551258537193117,0.1711202602158725,0.12481550439040848,0.04960572842418513,0.011423120170893728,0.574468085106383,0.6086956521739131,1.0,0.574468085106383,0.5416666666666666,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5416666666666666,0.6444444444444445,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
3,50000,1.0,37,1.5672,0.8902809207730552,0.994660641240559,0.8943244566166714,0.00404353584361612,0.10437972046750388,0.0020061524758207706,0.0006352529574779035,0.0028826772380528497,0.001879399230977843,0.001712170044892353,0.8902809207730552,0.994660641240559,0.8943244566166714,0.004043535843616141,0.1043797204675039,0.0020061524758207693,0.0006352529574778589,0.00288267723805278,0.0018793992309778522,0.001712170044892333,0.89426,0.9946200000000001,0.8975799999999999,0.0033199999999999896,0.10036,0.0018532134253776446,0.0006675327707311525,0.0031262757395981587,0.002108459153030943,0.001621850794617048,0.22544670572584652,0.12835643551481227,0.014382539290454101,0.010077876228681929,0.0033535923074208343,0.0002997216444607765,0.03677308000836889,0.434495761615551,0.08770021565428553,0.04423595539782795,0.0651551399978809,0.03137302290507889,0.0028318143992593922,0.0002105184827094168,0.2529453604712434,0.13743946112343383,0.021135309842590967,0.00717038655600377,0.2902762423026495,0.2063408605314402,0.6818181818181818,0.5416666666666666,0.574468085106383,1.0,0.5416666666666666,0.5102040816326531,0.5416666666666666,0.6444444444444445,0.6086956521739131,0.6818181818181818,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
4,50000,1.0,37,1.5672,0.8542550688402869,0.8890555219530254,0.8540381261259382,-0.00021694271434868906,0.03480045311273845,0.00325802153139424,0.003730720620514406,0.003819438328000286,0.0006600820685339062,0.00201437493168648,0.8542550688402868,0.8890555219530254,0.8540381261259382,-0.00021694271434868906,0.034800453112738515,0.0032580215313942297,0.0037307206205144418,0.003819438328000265,0.0006600820685338973,0.0020143749316866343,0.8581,0.89246,0.85768,-0.0004199999999999982,0.034360000000000016,0.0033214454684670097,0.0036702043539836005,0.004157114383800399,0.0009453041838477233,0.0018661189672687056,0.05704934388277185,0.017429738590569663,0.08053388919194708,0.02012336466861464,0.03934397255078746,0.001594133688764455,0.11884299384503993,0.0782965401310875,0.25560435976019474,0.6632008980883375,0.0607204896195128,0.014326206396593552,0.041793273245453955,0.0016267154109222473,0.2130527053110422,0.15505204457701577,0.0474729169392361,0.0021549283757730433,0.08558605565401387,0.046195430072321624,0.574468085106383,0.6086956521739131,0.5416666666666666,0.5416666666666666,1.0,0.5416666666666666,0.574468085106383,0.6444444444444445,0.574468085106383,0.5416666666666666,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
5,50000,1.0,37,1.5672,0.8853731336474011,0.9722921104155967,0.8840747036387195,-0.0012984300086816391,0.08691897676819556,0.0028779773484624484,0.0020068332481353117,0.004243728068318695,0.001881085547793943,0.0020671414132047766,0.8853731336474011,0.9722921104155967,0.8840747036387195,-0.0012984300086816391,0.08691897676819553,0.002877977348462439,0.002006833248135312,0.004243728068318727,0.0018810855477939278,0.002067141413204762,0.8895,0.9732199999999999,0.8877600000000001,-0.0017400000000000083,0.08371999999999999,0.002981945673549392,0.001886160120456358,0.004174973053805234,0.0018445595680269859,0.0022003636063160207,0.0868904322509283,0.04709815254029062,0.012365109082083468,0.0008178395963920761,0.05410032389513688,0.031978276101950004,0.17143473986862798,0.13446209731350184,0.031355494392843894,0.010760123582096229,0.06749541464867853,0.39548487892904305,0.019583554410232205,0.004295466336546213,0.45651424644150723,0.30774615687888646,0.014428111393698508,0.0013004263843008027,0.08583257361626298,0.06605658233699262,0.574468085106383,0.5416666666666666,0.6086956521739131,0.5102040816326531,0.5416666666666666,1.0,0.6086956521739131,0.6444444444444445,0.574468085106383,0.574468085106383,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
6,50000,1.0,37,1.5672,0.7863924091884381,0.9035428110718019,0.7846322630348126,-0.0017601461536255636,0.1171504018833639,0.0031361842460513457,0.0015564325126839905,0.0030901307325816346,0.0018049357885036922,0.0027987686242209376,0.7863924091884381,0.9035428110718019,0.7846322630348126,-0.0017601461536255413,0.11715040188336387,0.0031361842460513358,0.0015564325126839428,0.003090130732581676,0.0018049357885036703,0.0027987686242209385,0.7956,0.90682,0.79274,-0.0028599999999999516,0.11122000000000003,0.0033728326374132386,0.0016833300330000964,0.0028548905408088956,0.0015460918472070327,0.0032535519052260663,0.0324707206998001,0.0009701220304431943,0.2118092546014018,0.11366674604512109,0.27814791414265244,0.15598765956195998,0.03558275952493964,0.0064558966193626124,0.03652464349227074,0.0012122641688644884,0.034815658849756057,0.005707866742711178,0.08124333893092145,0.5735661346956552,0.04633942659616362,0.01657548924621798,0.21248203095572335,0.12473783935600671,0.030584252206370722,0.0011199815336576306,0.5416666666666666,0.574468085106383,0.6086956521739131,0.5416666666666666,0.574468085106383,0.6086956521739131,1.0,0.6086956521739131,0.574468085106383,0.5416666666666666,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
7,50000,1.0,37,1.5672,0.8844708188096536,0.9621981638245009,0.8838826260724929,-0.0005881927371607532,0.07772734501484735,0.0019200066630881466,0.0020299977466767716,0.002565908811016123,0.0008417868972458139,0.0018466509055932096,0.8844708188096536,0.9621981638245011,0.8838826260724929,-0.000588192737160731,0.07772734501484738,0.001920006663088113,0.002029997746676768,0.002565908811016123,0.0008417868972458251,0.0018466509055932085,0.8887,0.96326,0.8874799999999998,-0.001220000000000021,0.07455999999999999,0.0018187908071023474,0.0020025983121934213,0.0021857721747702767,0.0004019950248448333,0.0022499777776680257,0.061620623931917494,0.03797661179226295,0.021246974491970296,0.003908963718647703,0.017391123182141144,0.0011519754703218986,0.14102884892223763,0.10175042393065097,0.2224170410469147,0.1189644966919264,0.27880334576987065,0.15179256900068933,0.0256094701918718,0.008209019734330605,0.15460472882015336,0.5534460805014428,0.015260378906837083,0.000520542146665911,0.062017464736085895,0.022279317013061465,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6444444444444445,0.6444444444444445,0.6444444444444445,0.6086956521739131,1.0,0.5102040816326531,0.574468085106383,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
8,50000,1.0,37,1.5672,0.8130161066196695,0.8900871160078108,0.8109979234505396,-0.002018183169130028,0.07707100938814129,0.0046858099022109075,0.002286403584584498,0.00379411831834052,0.0010380651453731713,0.0034750264947843437,0.8130161066196695,0.8900871160078108,0.8109979234505396,-0.002018183169129939,0.07707100938814138,0.004685809902210938,0.002286403584584459,0.00379411831834052,0.0010380651453731856,0.003475026494784373,0.8215600000000001,0.89268,0.81778,-0.0037799999999999835,0.07112000000000004,0.004800666620376806,0.002176602857666033,0.004320370354495113,0.0008588364221433685,0.0039650472884947925,0.05385673676905191,0.010124772963471139,0.20093427916193807,0.1133435748479363,0.22028054983688708,0.1237479677588748,0.04096806116060809,0.00446501857764118,0.04452542110453736,0.0013861075817405658,0.038302907861937144,0.0015949374777142929,0.16688569755664695,0.07155683670791425,0.04497280859429731,0.008071112703126587,0.15338289328534538,0.6644077678077964,0.0358906446687506,0.0013019035737843847,0.6444444444444445,0.6086956521739131,0.5416666666666666,0.6086956521739131,0.574468085106383,0.574468085106383,0.574468085106383,0.5102040816326531,1.0,0.6444444444444445,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
9,50000,1.0,37,1.5672,0.8951783121159427,0.9831130122611578,0.8956990789140937,0.0005207667981510511,0.08793470014521512,0.001648103521156602,0.0018755853410549752,0.0020079678234841544,0.0021862964760720987,0.0026182092580285714,0.8951783121159427,0.9831130122611578,0.8956990789140937,0.0005207667981510066,0.08793470014521505,0.0016481035211566052,0.0018755853410549457,0.0020079678234841544,0.0021862964760720614,0.002618209258028536,0.8991199999999999,0.98316,0.8990400000000001,-8.00000000000134e-05,0.08404,0.001532840500508764,0.001736202753136857,0.0022177466041006883,0.002212148277127922,0.0025334561373743926,0.17819688498831754,0.1211692129550771,0.008551877525315842,0.0006574205254250068,0.1058256797004574,0.04198572997241592,0.3990602449090055,0.29219028366564503,0.12006314894570476,0.08297810154943058,0.07923651611993107,0.05508675845843802,0.0069978689490068306,0.00036904530970389553,0.04178781737057832,0.013090609841970632,0.021969693612971405,0.004886113842866061,0.03831026787871123,0.38758672387902776,0.6444444444444445,0.5416666666666666,0.6444444444444445,0.6818181818181818,0.5416666666666666,0.574468085106383,0.5416666666666666,0.574468085106383,0.6444444444444445,1.0,3,covertype,vertical,0.2,0.2,5,0.0,0.75,10,Cover.Type,Wilderness.Area
