island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,prop_cols,c_clients,target_col,natural_col
0,95816,1.0,14,0.21253235367788262,0.7977094716148987,0.9452839580641822,0.8038042976301412,0.006094826015242427,0.14757448644928353,0.004976851191572235,0.002749616600347974,0.006777490855937701,0.002918267912756237,0.003945531185782218,0.7977094716148987,0.9452839580641823,0.8038042976301412,0.006094826015242383,0.14757448644928356,0.004976851191572254,0.0027496166003479435,0.006777490855937701,0.002918267912756215,0.003945531185782228,0.8842204132748904,0.9638801920267168,0.8851805468586935,0.0009601335838029579,0.07965977875182635,0.0019408029548918222,0.000931342580560346,0.0023251031333654964,0.0005750355797936239,0.0011823843905880676,0.17087597561585313,0.5846390251613546,0.04660244589641707,0.00764491546726752,0.13881780631589702,0.10258495768524337,0.26660387699579663,0.17120769612193912,0.0807396947292708,0.03735037793006185,0.02867438639215054,0.0012610900351043399,0.11050250666416579,0.033645996308873494,0.045406174941663144,0.013069497862136027,0.03864071823050713,0.0058826016759840625,0.07313641421827867,0.04271384175203558,1.0,0.7333333333333333,0.625,0.625,0.5294117647058824,0.5294117647058824,0.7333333333333333,0.5294117647058824,0.5294117647058824,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
1,95816,1.0,14,0.21253235367788262,0.8807428192038925,0.9537789265460056,0.8736494353439042,-0.007093383859988212,0.07303610734211316,0.002073929171022759,0.0024192150660163505,0.003506012278742697,0.004456011864519897,0.003069587335194324,0.8807428192038925,0.9537789265460056,0.8736494353439042,-0.0070933838599882785,0.07303610734211308,0.002073929171022774,0.00241921506601635,0.003506012278742697,0.0044560118645199254,0.0030695873351944134,0.9145168023377165,0.9652890836986016,0.9124921728240452,-0.0020246295136714387,0.050772281360884984,0.0008468153944938912,0.001399545365413512,0.0007830653927073243,0.0012796202566384457,0.0016727301527988154,0.09934619909548024,0.07367759524928588,0.22964728701912085,0.5559861853048649,0.07890604027828468,0.050700779448277576,0.25812894852117607,0.15787382777806658,0.06366541572377198,0.02767494377956662,0.017439654967860714,0.0005420109602017754,0.02463120956770467,0.002104209766302429,0.015927388950711184,0.0006255646496950005,0.058736832791960715,0.012625907270836251,0.15357102308392895,0.11818897579290318,0.7333333333333333,1.0,0.5294117647058824,0.7333333333333333,0.5294117647058824,0.5294117647058824,0.625,0.625,0.625,0.625,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
2,95816,1.0,14,0.21253235367788262,0.873113609175129,0.9238740819810507,0.8792193095580242,0.0061057003828952185,0.050760472805921796,0.0034046104706288616,0.002833607946556936,0.0030888987204835826,0.0016209981828688568,0.0026843326713324616,0.873113609175129,0.9238740819810507,0.879219309558024,0.006105700382895196,0.050760472805921865,0.003404610470628929,0.002833607946556983,0.0030888987204835175,0.001620998182868805,0.0026843326713325228,0.9345439365476935,0.9558234189104571,0.9352953454393654,0.0007514088916718675,0.02127948236276349,0.001095854328916593,0.0016112410643661457,0.0010080559917381138,0.0006072776675423404,0.0014801068084552857,0.08472633194651073,0.05378560986389856,0.06591130772911843,0.035370588846788356,0.4242133411647151,0.6961514386714478,0.1492106602594844,0.11512794337674939,0.02436646622420161,0.0007989883864795947,0.0702411364719556,0.025468676899678366,0.03036841581927291,0.0024896315984282527,0.06906116867474144,0.035925289976072444,0.02768360289464436,0.005310075948133021,0.0542175688153554,0.029571756432324254,0.625,0.5294117647058824,1.0,0.625,0.4444444444444444,0.625,0.625,0.625,0.625,0.4444444444444444,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
3,95816,1.0,14,0.21253235367788262,0.8407838359390464,0.9420065775607357,0.8372853986087806,-0.003498437330265913,0.1012227416216894,0.005460470524613459,0.001683032083766556,0.006897624071882347,0.0026237155036628757,0.005554405509366384,0.8407838359390464,0.9420065775607357,0.8372853986087805,-0.0034984373302659353,0.10122274162168934,0.005460470524613415,0.001683032083766589,0.006897624071882393,0.0026237155036629703,0.0055544055093663305,0.8967543310373618,0.9564600292214569,0.8953663118346901,-0.0013880192026716864,0.05970569818409517,0.0028298557839393406,0.0005645221597285979,0.002470854306578831,0.00044104668355490816,0.0023159036904895113,0.14753087920272173,0.1078070887654103,0.2992265268701569,0.20061587981220608,0.10978731435394651,0.06474591599736818,0.15704646168036118,0.525993647630113,0.020195302857296732,0.0005499446783183167,0.020247859493215035,0.001184204942660643,0.08211700662259773,0.022795952769627648,0.03523928843531145,0.008027722541936327,0.02258657937758281,0.0006545222419758912,0.10602278110680996,0.06762512062038359,0.625,0.7333333333333333,0.625,1.0,0.4444444444444444,0.5294117647058824,0.625,0.625,0.5294117647058824,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
4,95816,1.0,33,0.21253235367788262,0.5154940004450942,0.6000166694750108,0.5199197265373112,0.004425726092217097,0.08452266902991648,0.0017465844983257904,0.004019610522315718,0.0017613125842894993,0.0015182363675018023,0.005319080421779351,0.5154940004450942,0.6000166694750106,0.5199197265373112,0.004425726092217075,0.08452266902991643,0.0017465844983257939,0.004019610522315682,0.0017613125842895138,0.001518236367501831,0.0053190804217792724,0.746399499060739,0.8051554998956376,0.7380400751408892,-0.008359423919849718,0.05875600083489876,0.0020556998125226553,0.0014171776411411221,0.0017380012684949427,0.0014708798102648698,0.0031908264640196694,0.08788426225348693,0.0030258003694926833,0.06195415895795283,0.001850706100103015,0.08624540417316694,0.0024461847943538493,0.08396087153073614,0.002561196359482962,0.10296674683618248,0.9107378213256295,0.09536656824933434,0.006065112998800321,0.09052450377362022,0.005267770923828328,0.09651570088731101,0.00885231307344835,0.21094449145757502,0.056028801741814224,0.08363729188063411,0.0031642923130469915,0.5294117647058824,0.5294117647058824,0.4444444444444444,0.4444444444444444,1.0,0.625,0.5294117647058824,0.5294117647058824,0.625,0.4444444444444444,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
5,95816,1.0,33,0.21253235367788262,0.513968702808494,0.9312759341019177,0.5253794953385584,0.011410792530064362,0.4173072312934235,0.002192449718072306,0.0017585894605777592,0.004929607810395956,0.003103718587282775,0.0032026289227307485,0.5139687028084942,0.9312759341019177,0.5253549434112322,0.011386240602738051,0.4173072312934236,0.002192449718072275,0.001758589460577785,0.004939048678709757,0.003119189889999218,0.00320262892273068,0.7725109580463368,0.9613546232519307,0.7662596535170111,-0.0062513045293257855,0.18884366520559387,0.0020627343763269038,0.001091871563318769,0.00401213163672449,0.002369370040111483,0.0024479589256811794,0.02807084905068489,0.0013888337124976133,0.01693019434216376,0.0007941616180388999,0.0292503723905723,0.004213108258808986,0.03320687599490734,0.0033469666291783056,0.2715821309916444,0.11362644171913695,0.04205618734372481,0.6441647339032536,0.20062628817292047,0.0913756683904743,0.269811100701305,0.1110272366913356,0.0684200117787459,0.02526957448662219,0.04004598923333118,0.004793274590653705,0.5294117647058824,0.5294117647058824,0.625,0.5294117647058824,0.625,1.0,0.625,0.7333333333333333,0.5294117647058824,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
6,95816,1.0,14,0.21253235367788262,0.5129106743420874,0.8463051155260833,0.5197058753619481,0.006795201019860864,0.3333944411839961,0.0011623338795643489,0.002221897350907236,0.0030202479938485796,0.002642525559468719,0.0030984682051835573,0.5129106743420874,0.8463051155260833,0.5197058753619481,0.006795201019860819,0.3333944411839961,0.001162333879564385,0.002221897350907244,0.0030202479938485796,0.0026425255594686877,0.003098468205183583,0.7745147150907953,0.920214986432895,0.7650594865372574,-0.009455228553537887,0.14570027134209979,0.001242043460389237,0.0009751040389729348,0.003090359211389431,0.0026834317266394756,0.0013905670719224477,0.08197146403219314,0.009639909837396824,0.0428338900225479,0.005445978647221331,0.05819149988818921,0.0028383530762749946,0.06600033892562132,0.006487197543320495,0.12064440671591321,0.03820222272129513,0.2659689951478527,0.1360171911505384,0.054232026909073784,0.6979086803184966,0.13536369236905738,0.06340903812783187,0.1255215198205028,0.03831708669545329,0.04927216616904856,0.001734341882171053,0.7333333333333333,0.625,0.625,0.625,0.5294117647058824,0.625,1.0,0.7333333333333333,0.625,0.5294117647058824,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
7,95816,1.0,14,0.21253235367788262,0.512923418046729,0.9786682862814923,0.5249586260734309,0.012035208026701927,0.46574486823476324,0.0013556471277729578,0.0010076578178222827,0.0029170537681665965,0.002248975964450845,0.0012183319945004132,0.5129234180467289,0.9786682862814923,0.5249586260734309,0.012035208026702016,0.4657448682347633,0.0013556471277729476,0.001007657817822291,0.0029170537681665514,0.002248975964450838,0.0012183319945003877,0.7738572323105823,0.9865894385305782,0.7706219995825506,-0.003235232728031723,0.21273220621999583,0.001857063362098515,0.0006592198579567505,0.0037483956203157656,0.0025859970138518065,0.001864964176303329,0.01014339360068595,0.0006237851787089048,0.006362302388629372,0.00044426722688937424,0.015510448195527937,0.003104953566425657,0.015464109492700004,0.002258898968462563,0.056747825153267636,0.022335300422433313,0.56338527774125,0.26666397496208794,0.1665306210845351,0.10747576808992683,0.029854539578358753,0.5326902474097351,0.12172113894826253,0.06274651474723397,0.014280343816782708,0.0016562894280964188,0.5294117647058824,0.625,0.625,0.625,0.5294117647058824,0.7333333333333333,0.7333333333333333,1.0,0.625,0.625,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
8,95816,1.0,14,0.21253235367788262,0.5165917063618777,0.5688677575535979,0.5202186024475495,0.0036268960856717493,0.052276051191720185,0.0008183664593635194,0.003147464798547215,0.001061810423937078,0.001042205510880928,0.003213504339508124,0.5165850798957721,0.5688677575535979,0.5202186024475495,0.003633522551777446,0.052282677657825835,0.0008113411010805119,0.003147464798547215,0.0010618104239370992,0.0010402531935226923,0.003206576459022141,0.7395742016280527,0.7813087038196619,0.7313400125234815,-0.0082341891045711,0.041734502191609256,0.0011453262298742723,0.0012845474457410847,0.0011929305492952387,0.000308531527845867,0.0022254887959516187,0.08343115257229045,0.007136059376290237,0.0894129831471634,0.015921031057951045,0.07990730221699097,0.007485464870785203,0.0834969988260387,0.010126797174476026,0.11929904999030186,0.02108034837670547,0.10076745684350392,0.012245149198372496,0.10270010930976929,0.011138827575053911,0.13621014725907404,0.026826925851835305,0.13213839896315396,0.8803784492859814,0.07263640087171344,0.007660947232549034,0.5294117647058824,0.625,0.625,0.5294117647058824,0.625,0.5294117647058824,0.625,0.625,1.0,0.4444444444444444,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
9,95816,1.0,32,0.21253235367788262,0.8569342437367815,0.9205541492505007,0.8612208921331874,0.004286648396405801,0.06361990551371928,0.003152841415892641,0.0031867252803428944,0.00460467804685161,0.0020471352322573846,0.0015687902257737702,0.8569342437367815,0.9205541492505007,0.8612208921331874,0.0042866483964057785,0.06361990551371925,0.0031528414158926376,0.0031867252803429104,0.004604678046851638,0.0020471352322574085,0.0015687902257736843,0.9075662700897518,0.9347004800667917,0.9082759340429973,0.0007096639532456539,0.02713420997704028,0.0017595503926520829,0.0010512143057310839,0.0021654620981258455,0.0006784355234040556,0.0009633045927125491,0.05128130041075006,0.016883641735032887,0.10730706930616982,0.062138530827116456,0.15240519690544987,0.11232789471392804,0.07325709331022143,0.023282049047753006,0.03296212730591423,0.0024522263842986247,0.04639753502724818,0.01419063996114255,0.029502499715895518,0.0014960196688888095,0.037664709495507674,0.0067272779519439285,0.030443848737487338,0.004528002016066724,0.4387786197853559,0.755973717693829,0.5294117647058824,0.625,0.4444444444444444,0.5294117647058824,0.4444444444444444,0.5294117647058824,0.5294117647058824,0.625,0.4444444444444444,1.0,1,vehicle-loan-default,vertical,0.2,0.2,5,4.0,0.75,10,loan.default,branch.id
