island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,imp_on_validation_5,imp_on_pooled_5,imp_on_validation_6,imp_on_pooled_6,imp_on_validation_7,imp_on_pooled_7,imp_on_validation_8,imp_on_pooled_8,imp_on_validation_9,imp_on_pooled_9,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,jaccard_5,jaccard_6,jaccard_7,jaccard_8,jaccard_9,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,prop_cols,c_clients,target_col,natural_col
0,95816,1.0,28,0.21253235367788262,0.5139116302744933,0.5302323706269533,0.514831186261242,0.0009195559867486436,0.016320740352460006,0.0031519011227682564,0.0022750642325965425,0.0031760790232551054,0.0008001769370682776,0.0016612072217545481,0.5139116302744933,0.5302323706269535,0.514831186261242,0.0009195559867485991,0.01632074035246005,0.0031519011227682226,0.002275064232596531,0.003176079023255118,0.0008001769370682786,0.001661207221754484,0.7493842621582132,0.7626382801085368,0.7421936965142976,-0.007190565643915692,0.013254017950323504,0.002963302613053009,0.0011328964095272172,0.0035574550593217005,0.0009669158690795806,0.0028372358229649813,0.17607846655257947,0.8634775164057406,0.07997051234735053,0.020225037536940955,0.08639848304277419,0.013445287782395805,0.13729162249953183,0.024367539363973637,0.043145149931843,0.009261643143088529,0.11129326907602104,0.013223020012158212,0.06596095146043023,0.012883776256866796,0.09930276368098866,0.012032704264824806,0.11485095944280373,0.015816419450031358,0.08570782196567735,0.015267055783979197,1.0,0.2857142857142857,0.2857142857142857,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.2,0.5,0.5,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
1,95816,1.0,28,0.21253235367788262,0.5055565708472293,0.523702565024822,0.5057229174353549,0.00016634658812564318,0.018145994177592772,0.0011388873519599192,0.0032340158457492075,0.0019261408899467025,0.001070636059691505,0.003037428377258481,0.5055565708472293,0.523702565024822,0.505722917435355,0.00016634658812568758,0.01814599417759284,0.0011388873519599192,0.003234015845749236,0.001926140889946745,0.0010706360596915375,0.0030374283772585204,0.7635253600500939,0.7766332707159257,0.7566165727405553,-0.006908787309538677,0.013107910665831769,0.0006734404427009646,0.0017280085189579845,0.001048517017959198,0.0008647602791010891,0.0019253085113033587,0.09002001564501927,0.01950879509342266,0.1504851416906947,0.8434823176958295,0.039657265644484435,0.007208636982358415,0.1134782007931858,0.017146229637441626,0.03961822254819583,0.012503785003139423,0.0894948965705089,0.012334345049698846,0.11222470079890885,0.02571144324947436,0.06560322367046055,0.00730457330672511,0.09313054105895344,0.010504362963872756,0.20628779157958826,0.044295511018037394,0.2857142857142857,1.0,0.2,0.38461538461538464,0.2,0.38461538461538464,0.5,0.2857142857142857,0.125,0.5,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
2,95816,1.0,9,0.21253235367788262,0.8111426964165981,0.8556153150468141,0.8173056564298855,0.00616296001328751,0.04447261863021599,0.0014551009077687737,0.003953765276967929,0.0016351398296378637,0.0009574248511187855,0.002964442879119804,0.8111426964165981,0.8556153150468141,0.8173056564298855,0.006162960013287399,0.04447261863021592,0.0014551009077688121,0.003953765276967859,0.0016351398296378383,0.0009574248511188026,0.0029644428791196975,0.8800250469630557,0.9150594865372573,0.8806407848048424,0.0006157378417866565,0.035034439574201603,0.0006487276254610703,0.001651565039215032,0.0008590739147258125,0.00029957629084551,0.001111152715859404,0.04582449077119753,0.0017282807498818248,0.02265613410392506,0.0022102062396154773,0.3725926671198594,0.7827613551895929,0.047095903452144955,0.006279973943305599,0.302949887751052,0.17781854663898344,0.04422260809721334,0.0033509530826887272,0.03314463193589049,0.0012104220057516713,0.0838010430962903,0.02268070190618501,0.04234803101290145,0.001352114453783188,0.005364602659525468,0.0006074457902120962,0.2857142857142857,0.2,1.0,0.125,0.5,0.2857142857142857,0.125,0.38461538461538464,0.38461538461538464,0.125,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
3,95816,1.0,28,0.21253235367788262,0.5208228749839972,0.6652569143383077,0.526207910978821,0.005385035994824006,0.14443403935431057,0.0014283958514240307,0.0022684647180684467,0.002036892711258909,0.0010480722519467017,0.002255160666606226,0.5208228749839972,0.6652635408044133,0.5262012845127154,0.005378409528718331,0.14444066582041615,0.0014283958514240472,0.0022553203831496608,0.0020288017415078657,0.001038173492865826,0.002244228445802917,0.7460968482571488,0.8369129618033814,0.7372051763723648,-0.008891671884783991,0.09081611354623251,0.002051828484611329,0.0012137479936596628,0.0008721595665112052,0.0018101979096962618,0.0025178375779158825,0.33467790322861574,0.11228339115267072,0.0792930361716899,0.0034780968318314245,0.0688292940492331,0.004610577694507574,0.0959418849058983,0.842163440656773,0.018357175024056045,0.0010031506325373209,0.08185652460513419,0.010778173883925555,0.0744022855257093,0.008850705072666262,0.0847996505249434,0.006155839112224631,0.08296174034936839,0.005742113612780111,0.07888050561535158,0.00493451135008352,0.38461538461538464,0.38461538461538464,0.125,1.0,0.38461538461538464,0.5,0.5,0.2857142857142857,0.2857142857142857,0.5,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
4,95816,1.0,9,0.21253235367788262,0.755795942783841,0.8391067413058708,0.7627138123325252,0.006917869548684253,0.08331079852202965,0.0051025737778671925,0.004618273644591097,0.006186612775100555,0.0016304733778446606,0.0028694843107629803,0.755795942783841,0.8391067413058707,0.7627138123325252,0.006917869548684253,0.08331079852202963,0.0051025737778670685,0.004618273644591115,0.006186612775100555,0.0016304733778446925,0.0028694843107630054,0.8538092256313922,0.8995616781465248,0.8527342934669171,-0.001074932164475051,0.04575245251513253,0.002661055649452176,0.0018693390885040778,0.002125868930510367,0.0007121153040797999,0.0014123275744182514,0.07885354144171461,0.015374886125521564,0.03878826921807231,0.0033576981584349124,0.28194907734639846,0.160469662325533,0.05310685743316192,0.007460610195760682,0.25532490045588996,0.7728402823869374,0.056071621785331816,0.004560024415849845,0.047680375073575545,0.001504387898738115,0.098607675807501,0.028071857281712288,0.05138815673938787,0.0016274054711763694,0.038229524698966504,0.004733185740335851,0.38461538461538464,0.2,0.5,0.38461538461538464,1.0,0.38461538461538464,0.38461538461538464,0.5,0.38461538461538464,0.2857142857142857,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
5,95816,1.0,28,0.21253235367788262,0.5193511959193204,0.6914720016839327,0.5235048139006697,0.004153617981349366,0.17212080576461225,0.002291959747460579,0.002229158838667888,0.002667569929257314,0.0008000488056460924,0.002293242873383083,0.5193511959193202,0.6914720016839327,0.5235048139006697,0.004153617981349366,0.17212080576461228,0.002291959747460611,0.0022291588386678567,0.002667569929257285,0.000800048805646038,0.002293242873383085,0.7558338551450637,0.8472761427676894,0.7446462116468379,-0.01118764349822583,0.09144228762262578,0.0023865457530812223,0.0006342964474649405,0.002929330404687822,0.001299133067801774,0.0025854915578713087,0.3731955067208112,0.12575830586917613,0.03817176203444201,0.002758895389615469,0.0794646665110533,0.005393931292582776,0.08194004748619423,0.011265445399516731,0.05122370198667381,0.006229107837405545,0.09111785472743457,0.8313042685324022,0.08516545225525893,0.006867557205633953,0.08238363053984395,0.004639361928108228,0.08259970642791255,0.003720557453599737,0.03473767131037555,0.0020625690919591094,0.38461538461538464,0.38461538461538464,0.2857142857142857,0.5,0.38461538461538464,1.0,0.5,0.2857142857142857,0.2,0.38461538461538464,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
6,95816,1.0,28,0.21253235367788262,0.5134336038752576,0.7031234652503351,0.5216455947593357,0.008211990884078068,0.18968986137507743,0.002435710310116107,0.0040573520386158425,0.003343869867956212,0.002369028787474951,0.002514728130555412,0.5134336038752576,0.7031234652503351,0.5216455947593357,0.008211990884078068,0.18968986137507743,0.00243571031011608,0.004057352038615849,0.0033438698679561984,0.0023690287874749204,0.002514728130555376,0.7301398455437278,0.8489981214777709,0.722323105823419,-0.007816739720308875,0.11885827593404301,0.0014204784954119877,0.0027376771745396635,0.002038033896678623,0.0015714765495893005,0.002295354844009765,0.025268107387146348,0.005573118165001818,0.06235837473301018,0.00559168007752407,0.05617216833848131,0.0023075714018684717,0.04977479854675408,0.0030488432985566493,0.014222290733743878,0.0018614214639425576,0.09731857114297973,0.0070561841291557235,0.11754920088799,0.8053700389712077,0.07734318502073302,0.0030917037471596557,0.09273967778219898,0.0041536899383850055,0.4072536254269624,0.16194574880719845,0.38461538461538464,0.5,0.125,0.5,0.38461538461538464,0.5,1.0,0.2857142857142857,0.2857142857142857,0.8,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
7,95816,1.0,10,0.21253235367788262,0.7213713374803545,0.8039995140049214,0.7241963400594378,0.0028250025790831136,0.08262817652456678,0.002899788561031403,0.003226713243824379,0.0032634793488223175,0.0009875970175259993,0.0032932267176408007,0.7213713374803546,0.8039995140049214,0.7241963400594378,0.0028250025790830468,0.08262817652456671,0.002899788561031356,0.0032267132438243626,0.0032634793488223457,0.000987597017525985,0.0032932267176407257,0.8387497390941349,0.898361511166771,0.8375808808182008,-0.0011688582759340261,0.05961177207263622,0.0016118493221667688,0.0010932671816996384,0.0017601692771257145,0.00029444241243301494,0.0022309145006699943,0.06013636284629046,0.001476247270575137,0.023691453451211313,0.0005669984512842813,0.12645776107356702,0.06016733263177089,0.04598881480963917,0.00203639300438735,0.3242699467801092,0.14828227269868444,0.04565783941748764,0.0016260164123706644,0.04841581564946444,0.003377590610253447,0.1800189830493013,0.7588994828160222,0.06749763057835437,0.008082260330283756,0.07786539234457529,0.015485405774367777,0.2,0.2857142857142857,0.38461538461538464,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,1.0,0.38461538461538464,0.2,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
8,95816,1.0,10,0.21253235367788262,0.5135338208371139,0.5685639439255521,0.5178174203758025,0.0042835995386886205,0.05503012308843822,0.0014191237910089328,0.001896648193001422,0.000523566204586765,0.0015213582970696035,0.002024459398714538,0.5135338208371139,0.5685639439255521,0.5178174203758025,0.0042835995386886205,0.05503012308843822,0.0014191237910090148,0.0018966481930014155,0.0005235662045867305,0.0015213582970696818,0.0020244593987145463,0.7703297850135671,0.8020037570444585,0.7581611354623252,-0.012168649551241927,0.031673972030891284,0.0015143692045265832,0.0014311727198006567,0.0023820233968168867,0.0019536675782711433,0.0015327414634890787,0.13447824312579637,0.005517068203645901,0.08667356928958493,0.0011298170485001733,0.0924220575546349,0.002327536710993423,0.11618196940499584,0.007306823124957891,0.04756040115241812,0.0024064217256629136,0.09566163235992413,0.0017601670965111105,0.12216844190784763,0.013275695399594886,0.10301357010449996,0.0030750653768604726,0.10098788420019211,0.9615081384966105,0.10085223090010598,0.0016932668166627044,0.5,0.125,0.38461538461538464,0.2857142857142857,0.38461538461538464,0.2,0.2857142857142857,0.38461538461538464,1.0,0.2857142857142857,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
9,95816,1.0,28,0.21253235367788262,0.5059338499070123,0.566738607127237,0.5055923355426379,-0.00034151436437426244,0.06080475722022467,0.0012006263800065416,0.00214478108729486,0.0014841712849819836,0.0004899763677011502,0.002873931813809264,0.5059338499070123,0.566738607127237,0.505592335542638,-0.0003415143643742846,0.060804757220224645,0.0012006263800066082,0.002144781087294825,0.0014841712849819728,0.0004899763677011817,0.002873931813809243,0.7705280734710918,0.7994677520350658,0.7652473387601753,-0.0052807347109162794,0.028939678563974103,0.001461669079525084,0.000997193002345329,0.0018013920434991131,0.0005063456259949044,0.0015945938106758865,0.11371941503127536,0.03876229997747357,0.14428194834979743,0.01978943559100733,0.011361135925701576,0.0012581959008135027,0.10161364260163241,0.013025444501117405,0.03664436727256157,0.01372105026810535,0.0854305528206526,0.010993776099021451,0.19816831634218637,0.050898119567036215,0.08255656698683671,0.025392853372860263,0.10416705306480838,0.011750471721494751,0.12205700160454754,0.8144083530010702,0.5,0.5,0.125,0.5,0.2857142857142857,0.38461538461538464,0.8,0.2,0.2857142857142857,1.0,2,vehicle-loan-default,vertical,0.2,0.2,5,8.0,0.5,10,loan.default,branch.id
