island,n,n_fraction,p,y_mean,baseline_ROC AUC_mean,stack_on_validation_ROC AUC_mean,stack_on_pooled_ROC AUC_mean,stack_on_pooled_delta_ROC AUC_mean,stack_on_validation_delta_ROC AUC_mean,baseline_ROC AUC_std,stack_on_validation_ROC AUC_std,stack_on_pooled_ROC AUC_std,stack_on_pooled_delta_ROC AUC_std,stack_on_validation_delta_ROC AUC_std,baseline_Balanced Accuracy_mean,stack_on_validation_Balanced Accuracy_mean,stack_on_pooled_Balanced Accuracy_mean,stack_on_pooled_delta_Balanced Accuracy_mean,stack_on_validation_delta_Balanced Accuracy_mean,baseline_Balanced Accuracy_std,stack_on_validation_Balanced Accuracy_std,stack_on_pooled_Balanced Accuracy_std,stack_on_pooled_delta_Balanced Accuracy_std,stack_on_validation_delta_Balanced Accuracy_std,baseline_Accuracy_mean,stack_on_validation_Accuracy_mean,stack_on_pooled_Accuracy_mean,stack_on_pooled_delta_Accuracy_mean,stack_on_validation_delta_Accuracy_mean,baseline_Accuracy_std,stack_on_validation_Accuracy_std,stack_on_pooled_Accuracy_std,stack_on_pooled_delta_Accuracy_std,stack_on_validation_delta_Accuracy_std,imp_on_validation_0,imp_on_pooled_0,imp_on_validation_1,imp_on_pooled_1,imp_on_validation_2,imp_on_pooled_2,imp_on_validation_3,imp_on_pooled_3,imp_on_validation_4,imp_on_pooled_4,jaccard_0,jaccard_1,jaccard_2,jaccard_3,jaccard_4,random_state,data,partitioning_method,val_size,test_size,n_bootstraps,eps,c_clients,prop_cols,target_col,natural_col
0,50000,1.0,25,1.5672,0.6338602702512455,0.620398676639666,0.6315040123159066,-0.0023562579353389123,-0.013461593611579637,0.004785463181524228,0.004492559091926935,0.004743159416038387,0.001178698352452998,0.006971317615101348,0.6338602702512455,0.620398676639666,0.6315040123159067,-0.00235625793533889,-0.013461593611579637,0.004785463181524228,0.004492559091926935,0.004743159416038462,0.0011786983524530552,0.006971317615101348,0.6439199999999999,0.63168,0.64098,-0.0029399999999999648,-0.012239999999999984,0.0048408263757338,0.0045897276607659585,0.005153018532860113,0.0012595237195066945,0.00711522311667036,0.27786005768463795,0.9511591583424688,0.16228939491282307,0.005446965552647971,0.16602103453975503,0.01904422896935409,0.16507268540335757,0.002485657029420653,0.22875682745942635,0.021863990106108427,1.0,0.25,0.3157894736842105,0.3888888888888889,0.3888888888888889,42,covertype,vertical,0.2,0.2,5,16.0,5,0.5,Cover.Type,Wilderness.Area
1,50000,1.0,25,1.5672,0.637968918238961,0.617758799590165,0.6355416496119342,-0.0024272686270266908,-0.020210118648795895,0.0021513363939976906,0.0032676355748445245,0.002801651011479794,0.0012691091835703048,0.004038006524581767,0.637968918238961,0.617758799590165,0.6355416496119342,-0.0024272686270266687,-0.020210118648795895,0.0021513363939976954,0.0032676355748445236,0.002801651011479791,0.0012691091835702474,0.004038006524581767,0.64832,0.63012,0.6462000000000001,-0.0021199999999999886,-0.018200000000000015,0.0026633813095387,0.0031339432030590797,0.003120897306865457,0.001161722858516601,0.004704891072065365,0.16266336926708422,0.0068325667917708745,0.2962851438767677,0.9545687389836435,0.19222213348848477,0.018226038767107978,0.21211957001117923,0.014689400873443356,0.13670978335648412,0.005683254584034355,0.25,1.0,0.35135135135135137,0.25,0.25,42,covertype,vertical,0.2,0.2,5,16.0,5,0.5,Cover.Type,Wilderness.Area
2,50000,1.0,25,1.5672,0.8399336885931866,0.8145947991104598,0.8405629430428423,0.0006292544496557361,-0.025338889482726647,0.00262065292900485,0.002414491879496247,0.0028481965528035606,0.000731074685212083,0.0031272595687993226,0.8399336885931866,0.8145947991104598,0.8405629430428423,0.0006292544496557361,-0.025338889482726733,0.0026206529290048568,0.0024144918794962904,0.002848196552803551,0.0007310746852120866,0.0031272595687993504,0.84404,0.81914,0.84358,-0.0004599999999999937,-0.024899999999999988,0.0023929897617833828,0.0023405982141324745,0.002800999821492333,0.0009329523031752448,0.0027813665705908345,0.09859357844710932,0.003573112708457818,0.15309944440240553,0.013325162337476357,0.6030686275007724,0.9696418117005937,0.11305951466193995,0.0013134545113186167,0.0321788349877729,0.0121464587421535,0.3157894736842105,0.35135135135135137,1.0,0.25,0.35135135135135137,42,covertype,vertical,0.2,0.2,5,16.0,5,0.5,Cover.Type,Wilderness.Area
3,50000,1.0,25,1.5672,0.6947616986774218,0.6751763372431036,0.697490184295394,0.002728485617972276,-0.01958536143431817,0.0013417187972442112,0.0014397394224979344,0.0016392838551535093,0.0012041256873133134,0.002590936626156095,0.6947616986774218,0.6751763372431036,0.697490184295394,0.0027284856179722538,-0.019585361434318216,0.0013417187972442509,0.0014397394224978904,0.0016392838551535288,0.0012041256873133958,0.002590936626156076,0.70792,0.68746,0.7065,-0.0014199999999999768,-0.020460000000000013,0.0014469277798148767,0.0015730225681788279,0.0016024980499208168,0.0013407460609675638,0.0027456146852753937,0.18887041537704471,0.0026956231684985023,0.1883458973554674,0.019436557517714385,0.13904578288302022,0.0018523393704587472,0.3069290567350092,0.9615273495582409,0.17680884764945842,0.014488130385087521,0.3888888888888889,0.25,0.25,1.0,0.25,42,covertype,vertical,0.2,0.2,5,16.0,5,0.5,Cover.Type,Wilderness.Area
4,50000,1.0,25,1.5672,0.7272260336471404,0.7121180934851358,0.726990385041544,-0.00023564860559639468,-0.01510794016200474,0.004463587328471043,0.0023399808528147283,0.0051484689253147465,0.0009551213609252216,0.005543428927999128,0.7272260336471404,0.7121180934851358,0.726990385041544,-0.00023564860559641688,-0.015107940162004785,0.0044635873284711094,0.0023399808528147418,0.005148468925314737,0.0009551213609251959,0.005543428927999167,0.7358600000000001,0.7195600000000001,0.73404,-0.0018200000000000217,-0.01629999999999998,0.00407165813889134,0.001811739495622932,0.004531931155699524,0.0011124747188138457,0.004375842775969023,0.26397613978699186,0.04384903840180392,0.15226259864315997,0.0013574394075544021,0.044203591598634295,0.01094984865541274,0.17850483595071645,0.0063548720626637745,0.3610528340204975,0.9374888014725652,0.3888888888888889,0.25,0.35135135135135137,0.25,1.0,42,covertype,vertical,0.2,0.2,5,16.0,5,0.5,Cover.Type,Wilderness.Area
